subject item word rt wordlength
17  8 The   378  3
17  8 cleaner   257  7
17  8 who   289  3
17  8 the   297  3
17  8 ball   273  4
17  8 that   249  4
17  8 the   193  3
17  8 doctor   257  6
17  8 had   249  3
17  8 recognized   257 10
17  8 on   217  2
17  8 the   225  3
17  8 street   241  6
17  8 surprised   225  9
17  8 the   273  3
17  8 patient.   265  8
17  4 The   258  3
17  4 trader   257  6
17  4 who   233  3
17  4 the   249  3
17  4 computer   241  8
17  4 that   217  4
17  4 the   225  3
17  4 professor   225  9
17  4 had   241  3
17  4 hired   225  5
17  4 over   209  4
17  4 the   265  3
17  4 internet   241  8
17  4 annoyed   257  7
17  4 the   225  3
17  4 investor.   265  9
17 10 The   282  3
17 10 artist   217  6
17 10 who   289  3
17 10 the   233  3
17 10 computer   281  8
17 10 that   201  4
17 10 the   225  3
17 10 guard   233  5
17 10 had   257  3
17 10 shouted_at   233 10
17 10 in   233  2
17 10 the   241  3
17 10 corridor   265  8
17 10 had   289  3
17 10 annoyed   233  7
17 10 all_day   249  7
17 10 instructed   209 10
17 10 the   233  3
17 10 newscaster.   217 11
17 14 The   202  3
17 14 defence   234  7
17 14 who   233  3
17 14 the   273  3
17 14 knife   289  5
17 14 that  1465  4
17 14 the   241  3
17 14 spy   241  3
17 14 had   257  3
17 14 looked_at   241  9
17 14 in   225  2
17 14 the   273  3
17 14 courtroom   305  9
17 14 had   281  3
17 14 surprised   497  9
17 14 yesterday   249  9
17 14 convinced   433  9
17 14 the   281  3
17 14 judge.   537  6
17 11 The   210  3
17 11 clerk   322  5
17 11 who   265  3
17 11 the   217  3
17 11 bureaucrat   225 10
17 11 that   233  4
17 11 the   233  3
17 11 visitor   232  7
17 11 had   225  3
17 11 forgotten_about   241 15
17 11 at   232  2
17 11 the   241  3
17 11 party   209  5
17 11 annoyed   217  7
17 11 the   209  3
17 11 neighbor.   193  9
17 12 The   202  3
17 12 son   226  3
17 12 who   346  3
17 12 the   265  3
17 12 loudspeaker   360 11
17 12 that   417  4
17 12 the   465  3
17 12 teacher   249  7
17 12 had   473  3
17 12 seen   329  4
17 12 at   321  2
17 12 the   209  3
17 12 station   217  7
17 12 visited   281  7
17 12 the   217  3
17 12 grandfather.   425 12
17 15 The   218  3
17 15 cousin   233  6
17 15 who   289  3
17 15 the   241  3
17 15 brother   217  7
17 15 that   209  4
17 15 the   217  3
17 15 peasant   225  7
17 15 had   249  3
17 15 described   225  9
17 15 in   217  2
17 15 great   225  5
17 15 detail   217  6
17 15 hated   297  5
17 15 the   241  3
17 15 uncle.   274  6
18  7 The   282  3
18  7 pharmacist   313 10
18  7 who   393  3
18  7 the   265  3
18  7 button   313  6
18  7 that   480  4
18  7 the   537  3
18  7 stranger   425  8
18  7 had   433  3
18  7 seen   433  4
18  7 in   457  2
18  7 the   321  3
18  7 shop   337  4
18  7 questioned   409 10
18  7 the   377  3
18  7 customer.   409  9
18 15 The   306  3
18 15 cousin   465  6
18 15 who   641  3
18 15 the   441  3
18 15 diamond   537  7
18 15 that   417  4
18 15 the   265  3
18 15 peasant   337  7
18 15 had   433  3
18 15 described   449  9
18 15 in   473  2
18 15 great   313  5
18 15 detail   321  6
18 15 hated   377  5
18 15 the   361  3
18 15 uncle.   321  6
18 16 The   346  3
18 16 painter   425  7
18 16 who   337  3
18 16 the   313  3
18 16 musician   393  8
18 16 that   409  4
18 16 the   401  3
18 16 friend   369  6
18 16 had   393  3
18 16 liked   384  5
18 16 at   353  2
18 16 the   297  3
18 16 festival   337  8
18 16 had   417  3
18 16 disturbed   401  9
18 16 that_day   441  8
18 16 admired  1577  7
18 16 the   473  3
18 16 poet.   601  5
18  3 The   338  3
18  3 worker   521  6
18  3 who   377  3
18  3 the   449  3
18  3 bucket   640  6
18  3 that   505  4
18  3 the   305  3
18  3 foreman   529  7
18  3 had   569  3
18  3 looked_for   488 10
18  3 in   337  2
18  3 the   289  3
18  3 basement   329  8
18  3 questioned   417 10
18  3 the   369  3
18  3 shepherd.   521  9
18  1 The   218  3
18  1 carpenter   577  9
18  1 who   361  3
18  1 the   289  3
18  1 pillar   369  6
18  1 that   433  4
18  1 the   337  3
18  1 peasant   377  7
18  1 had   401  3
18  1 carried  1169  7
18  1 to   465  2
18  1 the   289  3
18  1 bus-stop   305  8
18  1 had   641  3
18  1 hurt   369  4
18  1 yesterday   537  9
18  1 supervised   952 10
18  1 the   504  3
18  1 apprentice.   697 11
18 12 The   362  3
18 12 son   345  3
18 12 who   281  3
18 12 the   321  3
18 12 father   337  6
18 12 that   377  4
18 12 the   305  3
18 12 teacher   369  7
18 12 had   337  3
18 12 seen   369  4
18 12 at   321  2
18 12 the   273  3
18 12 station   513  7
18 12 had   377  3
18 12 disturbed   489  9
18 12 today   809  5
18 12 visited   632  7
18 12 the   785  3
18 12 grandfather.   577 12
18  6 The   331  3
18  6 saxophonist   673 11
18  6 who   393  3
18  6 the   329  3
18  6 trumpeter   537  9
18  6 that   465  4
18  6 the   329  3
18  6 conductor   521  9
18  6 had   425  3
18  6 brought_along   704 13
18  6 to   521  2
18  6 the   385  3
18  6 rehearsal   497  9
18  6 thanked   761  7
18  6 the   481  3
18  6 violinist.   432 10
18  5 The   314  3
18  5 painter   377  7
18  5 who   305  3
18  5 the   313  3
18  5 hut  1401  3
18  5 that   377  4
18  5 the   353  3
18  5 father   313  6
18  5 had   369  3
18  5 missed   345  6
18  5 by   425  2
18  5 sheer   353  5
18  5 accident  1561  8
18  5 had   408  3
18  5 sheltered   473  9
18  5 that_summer   440 11
18  5 cooked_for   792 10
18  5 the   393  3
18  5 artist.   769  7
18  4 The   242  3
18  4 trader   314  6
18  4 who   321  3
18  4 the   393  3
18  4 businessman   585 11
18  4 that   409  4
18  4 the   321  3
18  4 professor   473  9
18  4 had   368  3
18  4 hired   513  5
18  4 over   713  4
18  4 the   361  3
18  4 internet   385  8
18  4 had   433  3
18  4 confused   337  8
18  4 today   352  5
18  4 annoyed   353  7
18  4 the   393  3
18  4 investor.   497  9
18  8 The   330  3
18  8 cleaner   329  7
18  8 who   297  3
18  8 the   353  3
18  8 janitor   361  7
18  8 that   369  4
18  8 the   289  3
18  8 doctor   321  6
18  8 had   377  3
18  8 recognized   545 10
18  8 on   393  2
18  8 the   345  3
18  8 street   369  6
18  8 had   657  3
18  8 hurt   393  4
18  8 last_week   321  9
18  8 surprised   392  9
18  8 the   417  3
18  8 patient.   433  8
18  9 The   266  3
18  9 dancer   201  6
18  9 who   241  3
18  9 the   249  3
18  9 shoe   249  4
18  9 that   281  4
18  9 the   361  3
18  9 bystander   273  9
18  9 had   297  3
18  9 admired   313  7
18  9 at   281  2
18  9 the   281  3
18  9 concert   217  7
18  9 had   568  3
18  9 hurt   233  4
18  9 yesterday   248  9
18  9 tipped   353  6
18  9 the   305  3
18  9 doorman.   313  8
18 13 The   482  3
18 13 conductor   537  9
18 13 who   825  3
18 13 the  1385  3
18 13 sponge   280  6
18 13 that   385  4
18 13 the   329  3
18 13 worker   321  6
18 13 had   345  3
18 13 ignored   393  7
18 13 during   393  6
18 13 the   265  3
18 13 cleanup   265  7
18 13 had   257  3
18 13 hit   273  3
18 13 earlier_today   617 13
18 13 berated   408  7
18 13 the   472  3
18 13 musician.   401  9
18 14 The   274  3
18 14 defence   225  7
18 14 who   361  3
18 14 the   241  3
18 14 prosecutor   313 10
18 14 that   433  4
18 14 the   353  3
18 14 spy   249  3
18 14 had   297  3
18 14 looked_at   281  9
18 14 in   281  2
18 14 the   265  3
18 14 courtroom   249  9
18 14 convinced   273  9
18 14 the   337  3
18 14 judge.   441  6
18 10 The   234  3
18 10 artist   426  6
18 10 who   305  3
18 10 the   297  3
18 10 sportsman   312  9
18 10 that   329  4
18 10 the   281  3
18 10 guard   305  5
18 10 had   281  3
18 10 shouted_at   265 10
18 10 in   321  2
18 10 the   345  3
18 10 corridor   257  8
18 10 instructed   241 10
18 10 the   417  3
18 10 newscaster.   697 11
18 11 The   266  3
18 11 clerk   409  5
18 11 who   385  3
18 11 the   417  3
18 11 walking_stick   432 13
18 11 that   521  4
18 11 the   329  3
18 11 visitor   521  7
18 11 had   385  3
18 11 forgotten_about   513 15
18 11 at   361  2
18 11 the   361  3
18 11 party   233  5
18 11 annoyed   241  7
18 11 the   273  3
18 11 neighbor.   353  9
18  2 The   394  3
18  2 mother   265  6
18  2 who   241  3
18  2 the   241  3
18  2 daughter   273  8
18  2 that   257  4
18  2 the   265  3
18  2 sister   241  6
18  2 had   249  3
18  2 found   273  5
18  2 in   241  2
18  2 the   249  3
18  2 room   265  4
18  2 greeted   257  7
18  2 the   297  3
18  2 grandmother.   345 12
19 13 The   346  3
19 13 conductor   377  9
19 13 who   376  3
19 13 the   393  3
19 13 choirmaster   416 11
19 13 that   481  4
19 13 the   441  3
19 13 worker   393  6
19 13 had   385  3
19 13 ignored   401  7
19 13 during   457  6
19 13 the   393  3
19 13 cleanup   369  7
19 13 berated   513  7
19 13 the   473  3
19 13 musician.  2321  9
19  3 The   370  3
19  3 worker   369  6
19  3 who   425  3
19  3 the   489  3
19  3 tenant   697  6
19  3 that   521  4
19  3 the   385  3
19  3 foreman   553  7
19  3 had   369  3
19  3 looked_for   985 10
19  3 in   321  2
19  3 the   321  3
19  3 basement   617  8
19  3 had   320  3
19  3 injured   353  7
19  3 this_morning   368 12
19  3 questioned   472 10
19  3 the   481  3
19  3 shepherd.  1153  9
19  7 The   210  3
19  7 pharmacist   345 10
19  7 who   329  3
19  7 the   249  3
19  7 optician   401  8
19  7 that   457  4
19  7 the   313  3
19  7 stranger   249  8
19  7 had  1513  3
19  7 seen   329  4
19  7 in   361  2
19  7 the   225  3
19  7 shop   209  4
19  7 had   185  3
19  7 troubled   409  8
19  7 this_afternoon   408 14
19  7 questioned   480 10
19  7 the   449  3
19  7 customer.  1401  9
19  2 The   298  3
19  2 mother   337  6
19  2 who   369  3
19  2 the   393  3
19  2 gun   345  3
19  2 that   393  4
19  2 the   321  3
19  2 sister  1817  6
19  2 had   265  3
19  2 found   425  5
19  2 in   441  2
19  2 the   329  3
19  2 room   321  4
19  2 greeted   257  7
19  2 the   369  3
19  2 grandmother.   721 12
19  4 The   242  3
19  4 trader   329  6
19  4 who   417  3
19  4 the   673  3
19  4 computer   376  8
19  4 that   393  4
19  4 the   321  3
19  4 professor  1872  9
19  4 had   224  3
19  4 hired   369  5
19  4 over   273  4
19  4 the   321  3
19  4 internet   241  8
19  4 had   241  3
19  4 confused   344  8
19  4 today   328  5
19  4 annoyed   305  7
19  4 the   513  3
19  4 investor.  1705  9
19  5 The   242  3
19  5 painter   194  7
19  5 who  1033  3
19  5 the   329  3
19  5 musician   569  8
19  5 that   273  4
19  5 the   305  3
19  5 father   401  6
19  5 had   441  3
19  5 missed   353  6
19  5 by   569  2
19  5 sheer   265  5
19  5 accident   377  8
19  5 cooked_for   536 10
19  5 the   281  3
19  5 artist.  1313  7
19  9 The   226  3
19  9 dancer   258  6
19  9 who   473  3
19  9 the   201  3
19  9 singer   249  6
19  9 that   225  4
19  9 the   193  3
19  9 bystander   241  9
19  9 had   225  3
19  9 admired   289  7
19  9 at   241  2
19  9 the   249  3
19  9 concert   161  7
19  9 tipped   433  6
19  9 the   257  3
19  9 doorman.   441  8
19  6 The   170  3
19  6 saxophonist   801 11
19  6 who   193  3
19  6 the   193  3
19  6 baton   409  5
19  6 that   233  4
19  6 the   233  3
19  6 conductor   241  9
19  6 had   441  3
19  6 brought_along   224 13
19  6 to   465  2
19  6 the   249  3
19  6 rehearsal   497  9
19  6 thanked   233  7
19  6 the   457  3
19  6 violinist.   241 10
19  8 The   186  3
19  8 cleaner   321  7
19  8 who   201  3
19  8 the   217  3
19  8 ball   217  4
19  8 that   209  4
19  8 the   273  3
19  8 doctor   281  6
19  8 had   425  3
19  8 recognized   265 10
19  8 on   376  2
19  8 the   537  3
19  8 street   241  6
19  8 had   257  3
19  8 hurt   193  4
19  8 last_week   161  9
19  8 surprised   409  9
19  8 the   433  3
19  8 patient.   449  8
19 15 The   234  3
19 15 cousin   394  6
19 15 who   305  3
19 15 the   305  3
19 15 brother   345  7
19 15 that   689  4
19 15 the   241  3
19 15 peasant   385  7
19 15 had   321  3
19 15 described   305  9
19 15 in  1129  2
19 15 great   305  5
19 15 detail   865  6
19 15 had   249  3
19 15 pleased   337  7
19 15 that_morning   425 12
19 15 hated   448  5
19 15 the   553  3
19 15 uncle.   513  6
19 14 The   426  3
19 14 defence   417  7
19 14 who   393  3
19 14 the   377  3
19 14 knife   368  5
19 14 that   345  4
19 14 the   305  3
19 14 spy   289  3
19 14 had   305  3
19 14 looked_at   289  9
19 14 in   193  2
19 14 the   265  3
19 14 courtroom   361  9
19 14 convinced   569  9
19 14 the   329  3
19 14 judge.   441  6
19 12 The   314  3
19 12 son   290  3
19 12 who   225  3
19 12 the   249  3
19 12 loudspeaker   192 11
19 12 that   345  4
19 12 the   225  3
19 12 teacher  1377  7
19 12 had   193  3
19 12 seen   233  4
19 12 at   377  2
19 12 the   241  3
19 12 station   217  7
19 12 had   233  3
19 12 disturbed   305  9
19 12 today   225  5
19 12 visited   233  7
19 12 the   425  3
19 12 grandfather.   537 12
19  1 The   202  3
19  1 carpenter   177  9
19  1 who   193  3
19  1 the   217  3
19  1 craftsman   313  9
19  1 that    73  4
19  1 the   193  3
19  1 peasant   273  7
19  1 had   193  3
19  1 carried   201  7
19  1 to   233  2
19  1 the   361  3
19  1 bus-stop   257  8
19  1 supervised   208 10
19  1 the   249  3
19  1 apprentice.   417 11
19 10 The   170  3
19 10 artist   209  6
19 10 who   241  3
19 10 the   217  3
19 10 computer   209  8
19 10 that   217  4
19 10 the   177  3
19 10 guard   201  5
19 10 had   193  3
19 10 shouted_at   209 10
19 10 in   209  2
19 10 the   209  3
19 10 corridor   209  8
19 10 instructed   249 10
19 10 the   377  3
19 10 newscaster.   353 11
19 16 The   226  3
19 16 painter   185  7
19 16 who   225  3
19 16 the   249  3
19 16 film   225  4
19 16 that   225  4
19 16 the   369  3
19 16 friend   201  6
19 16 had   465  3
19 16 liked   345  5
19 16 at   441  2
19 16 the   257  3
19 16 festival   225  8
19 16 had   216  3
19 16 disturbed   201  9
19 16 that_day   265  8
19 16 admired   753  7
19 16 the   425  3
19 16 poet.   385  5
19 11 The   234  3
19 11 clerk   601  5
19 11 who   201  3
19 11 the   209  3
19 11 bureaucrat   441 10
19 11 that   393  4
19 11 the   209  3
19 11 visitor   225  7
19 11 had   401  3
19 11 forgotten_about   280 15
19 11 at   401  2
19 11 the   353  3
19 11 party   377  5
19 11 had   289  3
19 11 helped   193  6
19 11 that_afternoon   184 14
19 11 annoyed   464  7
19 11 the   577  3
19 11 neighbor.   385  9
 2  9 The   370  3
 2  9 dancer   305  6
 2  9 who   345  3
 2  9 the   313  3
 2  9 shoe   481  4
 2  9 that  1073  4
 2  9 the   761  3
 2  9 bystander   697  9
 2  9 had   521  3
 2  9 admired   609  7
 2  9 at   697  2
 2  9 the   449  3
 2  9 concert   529  7
 2  9 had   441  3
 2  9 hurt   441  4
 2  9 yesterday   593  9
 2  9 tipped   577  6
 2  9 the   585  3
 2  9 doorman.   529  8
 2  8 The   354  3
 2  8 cleaner   433  7
 2  8 who   481  3
 2  8 the   464  3
 2  8 janitor   449  7
 2  8 that   584  4
 2  8 the   497  3
 2  8 doctor   681  6
 2  8 had   816  3
 2  8 recognized   568 10
 2  8 on   825  2
 2  8 the   625  3
 2  8 street   721  6
 2  8 had   417  3
 2  8 hurt   441  4
 2  8 last_week   489  9
 2  8 surprised   600  9
 2  8 the   673  3
 2  8 patient.   481  8
 2 13 The   330  3
 2 13 conductor   609  9
 2 13 who   513  3
 2 13 the   481  3
 2 13 sponge   529  6
 2 13 that   537  4
 2 13 the   465  3
 2 13 worker   593  6
 2 13 had   457  3
 2 13 ignored   601  7
 2 13 during   521  6
 2 13 the   481  3
 2 13 cleanup   577  7
 2 13 had   513  3
 2 13 hit   673  3
 2 13 earlier_today   544 13
 2 13 berated   736  7
 2 13 the   401  3
 2 13 musician.   441  9
 2  7 The   370  3
 2  7 pharmacist   401 10
 2  7 who   481  3
 2  7 the   473  3
 2  7 button   433  6
 2  7 that   745  4
 2  7 the   633  3
 2  7 stranger   489  8
 2  7 had   457  3
 2  7 seen  1057  4
 2  7 in   537  2
 2  7 the   521  3
 2  7 shop   465  4
 2  7 questioned   633 10
 2  7 the   585  3
 2  7 customer.   545  9
 2 14 The   442  3
 2 14 defence   433  7
 2 14 who   505  3
 2 14 the   417  3
 2 14 prosecutor   472 10
 2 14 that   497  4
 2 14 the   537  3
 2 14 spy   481  3
 2 14 had   489  3
 2 14 looked_at  1520  9
 2 14 in   504  2
 2 14 the   417  3
 2 14 courtroom   585  9
 2 14 convinced   536  9
 2 14 the   505  3
 2 14 judge.   401  6
 2  5 The   330  3
 2  5 painter   353  7
 2  5 who   409  3
 2  5 the   417  3
 2  5 hut   321  3
 2  5 that   521  4
 2  5 the   393  3
 2  5 father   289  6
 2  5 had   297  3
 2  5 missed   249  6
 2  5 by   297  2
 2  5 sheer   305  5
 2  5 accident   297  8
 2  5 had   281  3
 2  5 sheltered   345  9
 2  5 that_summer   288 11
 2  5 cooked_for   328 10
 2  5 the   608  3
 2  5 artist.   289  7
 2  2 The   242  3
 2  2 mother   217  6
 2  2 who   297  3
 2  2 the   297  3
 2  2 daughter   289  8
 2  2 that   297  4
 2  2 the   321  3
 2  2 sister   281  6
 2  2 had  2720  3
 2  2 found   488  5
 2  2 in   377  2
 2  2 the   553  3
 2  2 room   417  4
 2  2 greeted   457  7
 2  2 the   329  3
 2  2 grandmother.   497 12
 2  3 The   226  3
 2  3 worker   209  6
 2  3 who   265  3
 2  3 the   265  3
 2  3 bucket   241  6
 2  3 that   273  4
 2  3 the   257  3
 2  3 foreman   257  7
 2  3 had   265  3
 2  3 looked_for   265 10
 2  3 in   281  2
 2  3 the   297  3
 2  3 basement   265  8
 2  3 questioned   296 10
 2  3 the   273  3
 2  3 shepherd.   265  9
 2 10 The   210  3
 2 10 artist   281  6
 2 10 who   281  3
 2 10 the   313  3
 2 10 sportsman   577  9
 2 10 that   313  4
 2 10 the   257  3
 2 10 guard   337  5
 2 10 had   425  3
 2 10 shouted_at   417 10
 2 10 in   337  2
 2 10 the   377  3
 2 10 corridor   297  8
 2 10 instructed   560 10
 2 10 the   313  3
 2 10 newscaster.   297 11
 2  4 The   210  3
 2  4 trader   225  6
 2  4 who   225  3
 2  4 the   249  3
 2  4 businessman   192 11
 2  4 that   233  4
 2  4 the   209  3
 2  4 professor   233  9
 2  4 had   233  3
 2  4 hired   177  5
 2  4 over   337  4
 2  4 the   521  3
 2  4 internet   281  8
 2  4 had   201  3
 2  4 confused   265  8
 2  4 today   225  5
 2  4 annoyed  1129  7
 2  4 the   216  3
 2  4 investor.   433  9
 2 12 The   234  3
 2 12 son   225  3
 2 12 who   545  3
 2 12 the   345  3
 2 12 father   289  6
 2 12 that   297  4
 2 12 the   289  3
 2 12 teacher   520  7
 2 12 had   993  3
 2 12 seen   249  4
 2 12 at   273  2
 2 12 the  3169  3
 2 12 station   473  7
 2 12 had   569  3
 2 12 disturbed   528  9
 2 12 today   376  5
 2 12 visited   553  7
 2 12 the   457  3
 2 12 grandfather.   512 12
 2  6 The   250  3
 2  6 saxophonist   297 11
 2  6 who   320  3
 2  6 the   625  3
 2  6 trumpeter   817  9
 2  6 that   625  4
 2  6 the   369  3
 2  6 conductor   353  9
 2  6 had   505  3
 2  6 brought_along   464 13
 2  6 to   337  2
 2  6 the   321  3
 2  6 rehearsal   297  9
 2  6 thanked   289  7
 2  6 the   289  3
 2  6 violinist.   273 10
 2 16 The   234  3
 2 16 painter   241  7
 2 16 who   217  3
 2 16 the   233  3
 2 16 musician   265  8
 2 16 that   209  4
 2 16 the   256  3
 2 16 friend   225  6
 2 16 had   209  3
 2 16 liked   209  5
 2 16 at   225  2
 2 16 the   265  3
 2 16 festival   217  8
 2 16 had   297  3
 2 16 disturbed   225  9
 2 16 that_day   280  8
 2 16 admired   193  7
 2 16 the   553  3
 2 16 poet.   321  5
 2 11 The   250  3
 2 11 clerk   257  5
 2 11 who   233  3
 2 11 the   209  3
 2 11 walking_stick   296 13
 2 11 that   216  4
 2 11 the   241  3
 2 11 visitor   329  7
 2 11 had   265  3
 2 11 forgotten_about   192 15
 2 11 at   273  2
 2 11 the   265  3
 2 11 party   265  5
 2 11 annoyed   305  7
 2 11 the   312  3
 2 11 neighbor.   217  9
 2  1 The   234  3
 2  1 carpenter   257  9
 2  1 who   425  3
 2  1 the   297  3
 2  1 pillar   449  6
 2  1 that   337  4
 2  1 the   505  3
 2  1 peasant   273  7
 2  1 had   273  3
 2  1 carried   289  7
 2  1 to   273  2
 2  1 the   297  3
 2  1 bus-stop   633  8
 2  1 had   297  3
 2  1 hurt   225  4
 2  1 yesterday   281  9
 2  1 supervised   232 10
 2  1 the   585  3
 2  1 apprentice.   257 11
 2 15 The   234  3
 2 15 cousin   273  6
 2 15 who   225  3
 2 15 the   233  3
 2 15 diamond   265  7
 2 15 that   249  4
 2 15 the   257  3
 2 15 peasant   273  7
 2 15 had   297  3
 2 15 described   289  9
 2 15 in   241  2
 2 15 great   289  5
 2 15 detail   257  6
 2 15 hated   201  5
 2 15 the   249  3
 2 15 uncle.   273  6
20  4 The   314  3
20  4 trader   321  6
20  4 who   360  3
20  4 the   321  3
20  4 businessman   353 11
20  4 that  1097  4
20  4 the   393  3
20  4 professor   425  9
20  4 had   409  3
20  4 hired   465  5
20  4 over   481  4
20  4 the   369  3
20  4 internet   417  8
20  4 annoyed   409  7
20  4 the   377  3
20  4 investor.   385  9
20  9 The   314  3
20  9 dancer   369  6
20  9 who   329  3
20  9 the   369  3
20  9 shoe   377  4
20  9 that   393  4
20  9 the   545  3
20  9 bystander   681  9
20  9 had   457  3
20  9 admired   905  7
20  9 at   697  2
20  9 the   425  3
20  9 concert   601  7
20  9 tipped   505  6
20  9 the   465  3
20  9 doorman.   641  8
20 15 The   410  3
20 15 cousin   369  6
20 15 who   337  3
20 15 the   345  3
20 15 diamond   361  7
20 15 that   665  4
20 15 the   729  3
20 15 peasant   657  7
20 15 had   409  3
20 15 described   457  9
20 15 in   417  2
20 15 great   409  5
20 15 detail   401  6
20 15 had   392  3
20 15 pleased   424  7
20 15 that_morning   504 12
20 15 hated  1224  5
20 15 the   360  3
20 15 uncle.   881  6
20  2 The   378  3
20  2 mother   321  6
20  2 who   345  3
20  2 the   329  3
20  2 daughter   337  8
20  2 that   337  4
20  2 the   345  3
20  2 sister   361  6
20  2 had   329  3
20  2 found   329  5
20  2 in   337  2
20  2 the   297  3
20  2 room   265  4
20  2 had   369  3
20  2 frightened   337 10
20  2 today   329  5
20  2 greeted   337  7
20  2 the   441  3
20  2 grandmother.   481 12
20 14 The   402  3
20 14 defence   273  7
20 14 who   825  3
20 14 the   393  3
20 14 prosecutor   416 10
20 14 that   872  4
20 14 the   393  3
20 14 spy   337  3
20 14 had   361  3
20 14 looked_at   393  9
20 14 in   361  2
20 14 the   321  3
20 14 courtroom   233  9
20 14 had   497  3
20 14 surprised   425  9
20 14 yesterday   368  9
20 14 convinced   832  9
20 14 the   503  3
20 14 judge.   537  6
20  6 The   353  3
20  6 saxophonist   745 11
20  6 who   369  3
20  6 the   305  3
20  6 trumpeter   265  9
20  6 that   497  4
20  6 the   145  3
20  6 conductor   625  9
20  6 had   201  3
20  6 brought_along   361 13
20  6 to   377  2
20  6 the   305  3
20  6 rehearsal   225  9
20  6 had   353  3
20  6 distracted   273 10
20  6 last_evening   344 12
20  6 thanked   856  7
20  6 the   305  3
20  6 violinist.   209 10
20  8 The   514  3
20  8 cleaner   409  7
20  8 who   361  3
20  8 the   337  3
20  8 janitor   281  7
20  8 that   289  4
20  8 the   241  3
20  8 doctor   257  6
20  8 had   224  3
20  8 recognized   241 10
20  8 on   249  2
20  8 the   241  3
20  8 street   225  6
20  8 surprised   745  9
20  8 the   361  3
20  8 patient.   201  8
20  1 The   178  3
20  1 carpenter   473  9
20  1 who   345  3
20  1 the   377  3
20  1 pillar   337  6
20  1 that  1001  4
20  1 the   392  3
20  1 peasant   337  7
20  1 had   377  3
20  1 carried   385  7
20  1 to   313  2
20  1 the   289  3
20  1 bus-stop   193  8
20  1 supervised   504 10
20  1 the   353  3
20  1 apprentice.   217 11
20  7 The   258  3
20  7 pharmacist   249 10
20  7 who   481  3
20  7 the   289  3
20  7 button   329  6
20  7 that   337  4
20  7 the   361  3
20  7 stranger   297  8
20  7 had  1097  3
20  7 seen   401  4
20  7 in   353  2
20  7 the   257  3
20  7 shop   273  4
20  7 had   281  3
20  7 troubled   264  8
20  7 this_afternoon   288 14
20  7 questioned   535 10
20  7 the   345  3
20  7 customer.   457  9
20 13 The   378  3
20 13 conductor   353  9
20 13 who   553  3
20 13 the   393  3
20 13 sponge   393  6
20 13 that   617  4
20 13 the   393  3
20 13 worker   473  6
20 13 had   369  3
20 13 ignored   345  7
20 13 during   369  6
20 13 the   337  3
20 13 cleanup   409  7
20 13 berated   401  7
20 13 the   433  3
20 13 musician.   449  9
20  5 The   418  3
20  5 painter   361  7
20  5 who   361  3
20  5 the   297  3
20  5 hut   281  3
20  5 that   321  4
20  5 the   577  3
20  5 father   369  6
20  5 had   337  3
20  5 missed   297  6
20  5 by   249  2
20  5 sheer   257  5
20  5 accident   433  8
20  5 cooked_for   256 10
20  5 the   457  3
20  5 artist.   369  7
20 10 The   154  3
20 10 artist   185  6
20 10 who   177  3
20 10 the   193  3
20 10 sportsman   201  9
20 10 that   425  4
20 10 the   337  3
20 10 guard   185  5
20 10 had   193  3
20 10 shouted_at   425 10
20 10 in   297  2
20 10 the   329  3
20 10 corridor   193  8
20 10 had   209  3
20 10 annoyed   225  7
20 10 all_day   225  7
20 10 instructed   209 10
20 10 the   185  3
20 10 newscaster.   473 11
20 16 The   194  3
20 16 painter   185  7
20 16 who   209  3
20 16 the   217  3
20 16 musician   281  8
20 16 that   281  4
20 16 the   569  3
20 16 friend   249  6
20 16 had   257  3
20 16 liked   249  5
20 16 at   313  2
20 16 the   369  3
20 16 festival   313  8
20 16 admired   329  7
20 16 the   377  3
20 16 poet.   393  5
20  3 The   186  3
20  3 worker   178  6
20  3 who   185  3
20  3 the   161  3
20  3 bucket   169  6
20  3 that   145  4
20  3 the   185  3
20  3 foreman   177  7
20  3 had   201  3
20  3 looked_for   184 10
20  3 in   393  2
20  3 the   361  3
20  3 basement   209  8
20  3 had   185  3
20  3 injured   209  7
20  3 this_morning   200 12
20  3 questioned   168 10
20  3 the   361  3
20  3 shepherd.   385  9
20 11 The   234  3
20 11 clerk   273  5
20 11 who   249  3
20 11 the   201  3
20 11 walking_stick   209 13
20 11 that  1009  4
20 11 the   393  3
20 11 visitor   337  7
20 11 had   505  3
20 11 forgotten_about   496 15
20 11 at   280  2
20 11 the   201  3
20 11 party   209  5
20 11 had   217  3
20 11 helped   185  6
20 11 that_afternoon   192 14
20 11 annoyed   169  7
20 11 the   281  3
20 11 neighbor.   249  9
20 12 The   186  3
20 12 son    98  3
20 12 who   225  3
20 12 the   186  3
20 12 father   584  6
20 12 that   481  4
20 12 the   425  3
20 12 teacher   209  7
20 12 had   201  3
20 12 seen   177  4
20 12 at   153  2
20 12 the   233  3
20 12 station   161  7
20 12 visited   177  7
20 12 the   185  3
20 12 grandfather.   201 12
21  1 The   866  3
21  1 carpenter   713  9
21  1 who   777  3
21  1 the   793  3
21  1 craftsman   753  9
21  1 that   913  4
21  1 the   753  3
21  1 peasant  1825  7
21  1 had   833  3
21  1 carried   897  7
21  1 to   809  2
21  1 the   833  3
21  1 bus-stop  1009  8
21  1 had   945  3
21  1 hurt   865  4
21  1 yesterday  1017  9
