sub;item;trial;cond (for coding purposes in column G);resp (1 = yes, 2 = no);Q answer time;"correct/inc (1 = N1 interpretation for ambiguous RC questions and correct answers for unambiguous questions, 2 = N2 interpretation for ambiguous RC questions and incorrect responses for unambiguous RC questionsl; 3 = correct when answering superficial questions, 4 = incorrect supercifical answer)";qtype (1 = detailed questions, 2 = superficial questions, 3 = occasional superficial questions);amb (1 = ambiguous, 2 = N1 attachment, 3 = N2 attachment);qtype2 (1 = question about N1, 2 = question about N2);the;n1;of ;the ;n2;who;sub verb;reflexive;region9;matrix verb;w11;w12;w13;w14;w15;w16;w17;w18
38;11;93;3;1;909;3;1;2;1;206;458;270;502;518;338;1298;337;2082;290;255;294;;;;;;
38;12;105;3;1;883;3;1;2;1;403;392;253;245;379;290;363;365;1068;302;293;434;;;;;;
38;13;39;4;2;1410;3;1;2;2;251;374;337;346;388;375;488;473;1110;299;320;317;351;;;;;
38;14;55;4;2;1965;3;1;2;2;396;309;279;315;472;336;421;479;1595;288;295;322;476;;;;;
38;15;114;4;2;1043;3;1;2;2;190;304;282;228;229;331;372;193;1360;305;295;217;256;;;;;
38;16;99;4;2;1762;3;1;2;2;238;450;304;260;318;361;474;334;936;313;273;295;397;351;618;;;
38;17;37;4;2;2923;3;1;2;2;209;603;705;307;303;339;335;343;915;320;369;465;453;627;;;;
38;18;47;4;2;1073;3;1;2;2;213;363;293;226;400;426;417;1091;1352;526;358;311;332;373;446;;;
38;19;57;5;2;2144;3;1;3;1;255;528;606;316;412;302;292;315;667;343;460;364;302;538;;;;
38;20;74;5;2;1149;3;1;3;1;216;368;250;271;353;326;337;309;1894;501;351;532;297;236;447;232;364;
38;21;136;5;2;954;3;1;3;1;379;428;265;285;320;258;221;303;608;251;311;633;279;630;;;;
38;22;112;5;2;1382;3;1;3;1;224;401;228;320;322;242;304;350;1092;278;325;304;299;442;;;;
38;23;25;5;2;923;3;1;3;1;383;333;324;363;334;356;335;362;1498;382;258;415;;;;;;
38;24;8;5;2;1639;3;1;3;1;301;444;337;415;647;359;714;485;993;381;461;351;;;;;;
38;25;2;6;1;1806;3;1;3;2;302;395;308;291;347;311;321;590;1356;306;288;418;400;;;;;
38;26;110;6;1;1708;3;1;3;2;231;394;287;273;374;282;273;320;576;262;322;346;297;;;;;
38;27;91;6;1;1145;3;1;3;2;205;380;302;367;348;348;331;354;1545;680;235;356;307;502;;;;
38;28;101;6;1;1532;3;1;3;2;276;236;317;261;291;311;354;354;1614;384;250;271;403;;;;;
38;29;83;6;1;1018;3;1;3;2;292;447;255;368;429;712;528;281;842;325;368;355;290;543;;;;
38;30;6;6;1;1046;3;1;3;2;285;913;319;312;484;314;305;336;688;395;311;282;334;;;;;
38;31;117;1;1;2676;1;1;1;1;236;293;474;358;267;270;2678;279;1192;337;289;333;;;;;;
38;32;45;1;2;1935;2;1;1;1;290;381;334;297;266;377;390;250;1044;336;730;603;384;348;;;;
38;33;70;1;2;2166;2;1;1;1;264;236;399;289;322;304;1317;757;664;471;333;263;485;;;;;
38;34;59;1;2;2965;2;1;1;1;299;418;309;266;318;303;609;459;1023;367;307;399;;;;;;
38;35;80;1;1;1233;1;1;1;1;253;416;306;252;280;353;1031;397;1085;821;311;284;706;;;;;
38;36;129;1;1;1461;1;1;1;1;213;254;285;256;250;296;1462;287;996;244;326;319;572;;;;;
40;1;36;4;2;1229;3;1;2;2;297;251;323;274;358;307;317;660;1759;591;425;473;;;;;;
40;2;7;4;2;1127;3;1;2;2;474;335;352;429;274;470;233;295;1197;406;329;360;430;;;;;
40;3;85;4;2;1443;3;1;2;2;225;447;228;291;285;294;315;337;987;222;329;297;341;254;381;384;;
40;4;130;4;2;2096;3;1;2;2;550;330;322;264;285;282;361;370;1453;354;556;389;534;496;;;;
40;5;118;4;2;1475;3;1;2;2;302;214;548;256;544;233;355;527;623;969;441;1237;309;643;;;;
40;6;50;4;2;1482;3;1;2;2;326;784;269;388;370;441;464;1513;735;327;511;801;781;528;;;;
40;7;107;5;2;1043;3;1;3;1;266;208;228;228;371;214;324;167;1082;462;226;326;380;1356;;;;
40;8;78;5;2;4703;3;1;3;1;179;511;191;262;556;361;352;523;800;299;392;375;507;;;;;
40;9;38;5;2;1299;3;1;3;1;306;468;369;332;523;567;448;409;1248;326;418;499;574;;;;;
40;10;114;5;2;2037;3;1;3;1;470;259;492;274;255;298;490;364;670;337;329;385;313;395;;;;
40;11;29;5;2;1579;3;1;3;1;255;264;369;288;380;402;1797;392;1248;363;532;654;;;;;;
40;12;53;5;2;1620;3;1;3;1;295;366;257;630;370;351;338;931;779;648;476;552;;;;;;
40;13;18;6;2;2264;4;1;3;2;260;620;479;352;749;675;312;740;2600;550;513;459;435;;;;;
40;14;122;6;2;1907;4;1;3;2;245;353;270;272;306;326;637;826;1192;571;1371;403;338;;;;;
40;15;26;6;1;3952;3;1;3;2;324;416;627;317;319;351;381;553;2484;510;548;913;3882;;;;;
40;16;67;6;2;5773;4;1;3;2;300;401;384;392;467;451;497;1010;1605;507;432;695;428;378;523;;;
40;17;34;6;1;4168;3;1;3;2;269;733;321;333;317;918;449;743;1346;622;545;475;681;364;;;;
40;18;43;6;1;1774;3;1;3;2;291;493;826;449;644;312;938;849;1006;355;381;331;343;503;657;;;
40;19;83;1;2;3553;2;1;1;1;328;422;303;320;423;416;438;624;3627;380;358;301;271;309;;;;
40;20;32;1;1;2886;1;1;1;1;369;502;433;738;1188;488;586;1071;2807;436;798;369;482;323;465;309;321;
40;21;24;1;1;2503;1;1;1;1;248;396;124;655;584;341;317;350;723;391;1005;297;629;762;;;;
40;22;22;1;1;7623;1;1;1;1;401;1144;440;458;941;704;1499;920;1297;412;381;372;533;525;;;;
40;23;55;1;1;5368;1;1;1;1;298;378;312;364;539;767;415;521;2509;366;358;732;;;;;;
40;24;61;1;1;3833;1;1;1;1;243;393;328;281;349;562;798;520;1484;539;493;525;;;;;;
40;25;143;2;1;2827;1;1;1;2;402;1087;511;317;314;861;519;566;1823;579;771;387;408;;;;;
40;26;14;2;2;3871;2;1;1;2;355;1637;389;401;883;428;435;411;910;530;804;967;628;;;;;
40;27;139;2;1;2251;1;1;1;2;499;355;429;329;292;344;334;369;1917;589;591;353;346;380;;;;
40;28;141;2;1;1152;1;1;1;2;445;510;343;341;293;462;401;351;1938;747;372;373;384;;;;;
40;29;6;2;2;1080;2;1;1;2;629;380;343;282;363;578;612;510;677;524;296;346;286;346;;;;
40;30;17;2;1;2574;1;1;1;2;272;453;274;277;849;349;390;712;1178;580;469;441;524;;;;;
40;31;100;3;1;2529;3;1;2;1;208;375;322;218;208;773;2533;308;1711;488;404;495;;;;;;
40;32;88;3;1;2564;3;1;2;1;280;392;297;255;268;373;371;323;1119;331;374;390;397;1011;;;;
40;33;134;3;2;5789;4;1;2;1;403;291;334;256;418;279;1227;361;957;397;344;323;867;;;;;
40;34;1;3;1;1199;3;1;2;1;264;271;282;254;286;302;494;438;1283;1226;2792;527;;;;;;
40;35;137;3;2;3031;4;1;2;1;459;867;338;510;381;355;1099;402;1241;517;557;450;491;;;;;
40;36;90;3;2;2569;4;1;2;1;518;478;252;283;505;574;2571;400;1254;349;370;503;395;;;;;
41;1;126;5;2;1387;3;1;3;1;287;268;344;274;416;1090;323;315;976;361;436;468;;;;;;
41;2;89;5;2;2070;3;1;3;1;360;387;453;295;699;349;453;422;1651;397;413;320;355;;;;;
41;3;26;5;2;2777;3;1;3;1;356;500;339;280;655;367;407;518;1137;424;428;487;520;251;303;367;;
41;4;101;5;2;1262;3;1;3;1;313;236;416;268;372;475;277;538;925;347;708;402;827;1385;;;;
41;5;82;5;2;1552;3;1;3;1;307;237;350;295;333;416;432;397;806;385;378;342;272;563;;;;
41;6;53;5;2;3507;3;1;3;1;333;335;284;327;307;619;3443;257;399;624;394;376;315;416;;;;
41;7;116;6;1;1701;3;1;3;2;292;243;225;226;366;462;353;416;978;347;465;388;321;361;;;;
41;8;69;6;1;1998;3;1;3;2;305;442;306;297;468;412;525;365;820;370;413;337;348;;;;;
41;9;17;6;1;1694;3;1;3;2;368;494;362;275;498;335;327;477;1191;344;364;355;416;;;;;
41;10;129;6;1;1898;3;1;3;2;408;330;252;272;234;417;298;301;527;366;347;317;280;927;;;;
41;11;29;6;1;1491;3;1;3;2;307;350;261;313;538;589;1240;293;1026;358;434;712;;;;;;
41;12;23;6;1;4584;3;1;3;2;431;693;376;309;390;593;724;399;774;439;682;1606;;;;;;
41;13;84;1;2;2056;2;1;1;1;408;562;384;292;931;384;405;961;1394;539;341;335;404;;;;;
41;14;40;1;2;1462;2;1;1;1;295;295;298;278;309;653;376;297;717;340;352;332;525;;;;;
41;15;21;1;2;1766;2;1;1;1;347;298;314;272;615;619;548;821;2134;414;422;416;404;;;;;
41;16;15;1;1;1639;1;1;1;1;471;460;335;310;354;408;850;402;1724;306;337;441;321;326;335;;;
41;17;8;1;2;4569;2;1;1;1;326;446;508;309;982;485;488;448;2026;506;358;388;491;;;;;
41;18;13;1;2;1683;2;1;1;1;377;526;309;301;377;377;395;376;1107;353;362;575;336;323;392;;;
41;19;71;2;2;2675;2;1;1;2;353;465;360;330;371;1972;274;347;714;419;362;344;365;408;;;;
41;20;105;2;1;1843;1;1;1;2;417;441;1006;307;429;893;557;439;1825;382;384;486;448;252;233;405;1359;
41;21;55;2;1;4082;1;1;1;2;1017;532;260;246;407;419;358;360;599;448;321;323;362;363;;;;
41;22;34;2;1;5408;1;1;1;2;382;478;400;307;612;966;368;410;1680;372;419;361;544;2595;;;;
41;23;78;2;1;1445;1;1;1;2;371;656;540;332;594;307;426;340;1756;512;899;428;;;;;;
41;24;103;2;1;2933;1;1;1;2;321;468;818;339;804;466;759;331;991;374;324;397;;;;;;
41;25;47;3;2;5370;4;1;2;1;515;616;370;335;1587;739;390;370;1727;485;535;338;724;;;;;
41;26;109;3;2;1610;4;1;2;1;312;494;446;313;452;388;327;297;849;423;396;401;341;;;;;
41;27;6;3;1;1472;3;1;2;1;397;399;399;284;454;424;526;437;2308;388;356;386;386;368;;;;
41;28;97;3;2;2013;4;1;2;1;326;497;572;304;1220;335;313;431;1627;375;373;349;443;;;;;
41;29;64;3;2;4129;4;1;2;1;303;406;318;299;401;503;407;367;1823;560;341;321;395;656;;;;
41;30;99;3;2;3920;4;1;2;1;428;598;353;304;404;639;431;534;976;352;353;352;378;;;;;
41;31;111;4;1;3791;4;1;2;2;341;312;374;396;509;566;3796;344;1798;427;369;422;;;;;;
41;32;36;4;1;2907;4;1;2;2;338;696;352;264;1117;381;430;421;1245;383;712;436;688;1525;;;;
41;33;49;4;2;3048;3;1;2;2;379;363;385;367;368;411;1110;398;1490;427;350;471;462;;;;;
41;34;95;4;2;3160;3;1;2;2;298;396;303;290;352;579;408;344;1728;695;746;1575;;;;;;
41;35;76;4;2;3802;3;1;2;2;354;381;509;234;958;442;716;391;1574;528;299;373;384;;;;;
41;36;10;4;2;1780;3;1;2;2;349;350;373;404;562;1232;1782;1160;1063;356;306;367;408;;;;;
42;1;125;6;1;1389;3;1;3;2;444;486;334;259;259;301;282;264;1425;520;300;612;;;;;;
42;2;66;6;2;1074;4;1;3;2;368;503;442;438;616;529;579;383;1984;333;473;319;351;;;;;
42;3;141;6;1;1487;3;1;3;2;366;400;341;316;552;667;570;602;1299;299;265;288;616;355;338;680;;
42;4;27;6;1;786;3;1;3;2;312;352;331;274;515;327;290;366;1383;315;378;318;350;593;;;;
42;5;9;6;1;2470;3;1;3;2;265;285;297;259;308;721;1125;497;716;337;358;351;323;774;;;;
42;6;104;6;2;2777;4;1;3;2;275;308;317;315;231;314;233;375;537;247;309;320;222;262;;;;
42;7;54;1;2;1517;2;1;1;1;346;488;378;280;301;549;256;407;1153;283;233;285;443;1112;;;;
42;8;98;1;1;2792;1;1;1;1;312;308;480;361;402;376;315;620;583;435;375;300;440;;;;;
42;9;21;1;1;830;1;1;1;1;291;253;243;224;245;357;608;320;935;264;454;296;447;;;;;
42;10;100;1;2;1639;2;1;1;1;313;315;297;310;247;279;312;463;609;319;275;281;342;385;;;;
42;11;120;1;2;1046;2;1;1;1;580;1796;398;321;481;353;1403;312;992;338;399;621;;;;;;
42;12;74;1;1;6015;1;1;1;1;317;748;534;568;239;439;241;283;833;347;530;833;;;;;;
42;13;60;2;2;1809;2;1;1;2;306;369;352;889;374;347;369;362;1017;265;356;308;561;;;;;
42;14;115;2;1;1972;1;1;1;2;520;366;274;244;233;468;355;358;785;358;367;380;480;;;;;
42;15;113;2;1;1320;1;1;1;2;289;679;392;286;254;317;379;404;1218;328;429;481;373;;;;;
42;16;127;2;1;3019;1;1;1;2;925;532;618;521;412;495;547;720;928;395;847;621;296;287;528;;;
42;17;56;2;1;1107;1;1;1;2;477;591;865;281;316;689;321;444;608;256;265;419;460;;;;;
42;18;72;2;1;1375;1;1;1;2;378;423;352;393;363;364;357;350;1127;357;328;359;361;333;2442;;;
42;19;123;3;2;3041;4;1;2;1;333;326;376;419;291;336;302;333;813;305;259;346;303;286;;;;
42;20;5;3;1;1133;3;1;2;1;319;308;340;291;462;302;535;375;2431;522;454;357;287;328;387;348;520;
42;21;7;3;1;1891;3;1;2;1;283;473;474;314;285;356;378;328;864;363;334;323;344;561;;;;
42;22;106;3;1;2329;3;1;2;1;300;292;303;318;338;346;318;360;1000;277;372;262;311;634;;;;
42;23;62;3;1;1651;3;1;2;1;258;300;230;250;262;404;317;308;1680;387;358;436;;;;;;
42;24;14;3;1;1261;3;1;2;1;306;332;263;413;344;365;935;391;1311;416;335;418;;;;;;
42;25;23;4;1;1984;4;1;2;2;363;285;315;216;235;446;360;360;1357;391;347;295;341;;;;;
42;26;3;4;2;2873;3;1;2;2;346;868;368;360;364;352;328;358;763;356;358;429;463;;;;;
42;27;25;4;2;1574;3;1;2;2;215;287;308;256;642;363;322;325;2730;353;393;283;605;474;;;;
42;28;29;4;2;3825;3;1;2;2;218;279;392;289;250;511;294;343;1088;301;342;282;524;;;;;
42;29;35;4;2;1430;3;1;2;2;251;242;275;227;271;335;400;394;685;315;321;306;339;1643;;;;
42;30;11;4;2;2380;3;1;2;2;300;314;273;324;245;486;346;316;654;370;342;372;584;;;;;
42;31;50;5;1;2646;4;1;3;1;293;352;323;556;713;398;2652;337;1178;341;329;654;;;;;;
42;32;64;5;2;1597;3;1;3;1;305;349;323;341;602;346;317;247;967;340;355;388;369;463;;;;
42;33;40;5;2;3750;3;1;3;1;248;250;193;213;215;213;828;407;887;371;284;547;537;;;;;
42;34;139;5;2;1468;3;1;3;1;393;454;406;317;257;366;271;652;1167;319;330;603;;;;;;
42;35;19;5;1;1971;4;1;3;1;456;790;369;280;733;384;658;396;1283;432;293;395;375;;;;;
42;36;129;5;1;1854;4;1;3;1;376;486;447;499;674;385;1855;521;1138;288;350;422;565;;;;;
43;1;43;1;1;796;3;2;1;1;282;250;271;212;224;586;366;320;747;285;257;398;;;;;;
43;2;11;1;1;1859;3;2;1;1;230;434;321;302;466;296;438;380;1161;326;348;383;352;;;;;
43;3;139;1;1;796;3;2;1;1;221;223;191;203;217;238;566;362;980;310;351;302;391;262;351;281;;
43;4;112;1;1;766;3;2;1;1;230;200;273;264;264;349;277;250;654;244;266;254;217;399;;;;
43;5;24;1;1;786;3;2;1;1;604;545;398;400;493;493;346;328;728;554;387;325;298;339;;;;
43;6;99;1;1;1329;3;2;1;1;279;192;373;209;194;296;318;449;342;284;265;267;229;299;;;;
43;7;7;2;2;1249;3;2;1;2;375;626;429;400;902;386;398;429;1595;326;499;359;385;397;;;;
43;8;34;2;2;844;3;2;1;2;190;373;223;215;457;288;360;280;592;266;357;293;359;;;;;
43;9;120;2;1;2158;4;2;1;2;276;219;279;223;172;325;235;245;782;253;244;307;261;;;;;
43;10;60;2;2;1626;3;2;1;2;264;252;244;234;226;218;209;200;583;224;226;236;287;401;;;;
43;11;5;2;2;1196;3;2;1;2;551;806;386;450;852;334;1394;399;1171;936;397;339;;;;;;
43;12;93;2;2;998;3;2;1;2;313;403;376;267;247;562;304;201;481;269;221;342;;;;;;
43;13;110;3;1;1026;3;2;2;1;269;223;223;226;206;411;279;331;1384;241;322;223;357;;;;;
43;14;29;3;1;900;3;2;2;1;326;327;297;290;359;480;446;346;790;351;301;545;388;;;;;
43;15;49;3;1;1447;3;2;2;1;380;290;220;192;322;305;224;166;1878;317;327;278;339;;;;;
43;16;137;3;1;1779;3;2;2;1;244;246;215;225;217;240;269;244;726;217;279;516;284;238;397;;;
43;17;27;3;1;784;3;2;2;1;347;279;276;282;203;444;374;341;1051;343;336;307;347;339;;;;
43;18;65;3;1;759;3;2;2;1;264;284;286;209;215;241;262;324;721;259;285;352;246;227;366;;;
43;19;105;4;2;2023;3;2;2;2;238;200;220;217;192;188;357;278;933;296;256;238;200;415;;;;
43;20;91;4;2;1075;3;2;2;2;198;234;195;166;197;198;261;230;1067;177;348;232;192;214;212;203;376;
43;21;3;4;2;1073;3;2;2;2;809;530;504;336;748;340;334;664;903;1471;397;256;338;363;;;;
43;22;73;4;2;1884;3;2;2;2;261;232;226;194;185;228;220;209;758;247;347;258;400;403;;;;
43;23;40;4;2;1367;3;2;2;2;320;302;272;233;377;311;258;309;1125;226;348;318;;;;;;
43;24;32;4;2;1583;3;2;2;2;228;218;238;224;171;341;619;308;773;287;255;310;;;;;;
43;25;20;5;1;721;3;2;3;1;769;613;264;831;930;342;273;1128;1181;324;317;287;400;;;;;
43;26;22;5;1;1118;3;2;3;1;201;203;375;296;369;380;301;542;741;356;313;331;345;;;;;
43;27;38;5;1;824;3;2;3;1;308;299;261;192;194;343;284;206;1836;299;237;337;258;328;;;;
43;28;78;5;1;1461;3;2;3;1;209;200;270;212;195;429;279;310;1203;288;270;270;322;;;;;
43;29;76;5;2;1270;4;2;3;1;244;214;211;217;226;220;581;233;609;224;220;201;192;192;;;;
43;30;62;5;1;1360;3;2;3;1;377;777;289;221;241;244;243;241;428;220;250;292;274;;;;;
43;31;115;6;2;829;3;2;3;2;241;209;232;243;235;296;837;212;1390;299;281;282;;;;;;
43;32;47;6;2;1066;3;2;3;2;294;353;415;195;333;297;209;200;822;188;369;198;302;348;;;;
43;33;15;6;2;3812;3;2;3;2;296;319;290;250;171;450;896;358;651;314;304;394;367;;;;;
43;34;69;6;2;750;3;2;3;2;201;241;221;192;212;244;255;267;756;244;313;347;;;;;;
43;35;45;6;2;1693;3;2;3;2;372;494;294;397;408;351;645;364;854;322;284;183;353;;;;;
43;36;13;6;2;1154;3;2;3;2;218;289;342;249;434;276;1156;198;1061;308;276;319;450;;;;;
44;1;18;2;2;1528;3;2;1;2;338;429;341;427;409;406;598;451;1183;452;390;426;;;;;;
44;2;118;2;2;1053;3;2;1;2;229;223;236;247;287;279;291;302;1319;472;313;465;518;;;;;
44;3;86;2;2;1262;3;2;1;2;312;356;366;309;442;287;305;364;1240;312;326;469;420;386;397;308;;
44;4;109;2;2;2374;3;2;1;2;237;277;444;237;244;226;275;256;826;252;294;437;270;380;;;;
44;5;90;2;2;3815;3;2;1;2;347;338;332;303;243;359;630;300;748;266;318;501;283;635;;;;
44;6;21;2;2;1839;3;2;1;2;324;330;532;375;538;522;1320;697;722;595;698;480;366;1118;;;;
44;7;66;3;1;1542;3;2;2;1;307;330;289;292;245;326;296;310;1049;335;346;730;327;435;;;;
44;8;100;3;1;1423;3;2;2;1;315;306;312;289;272;666;539;501;1088;490;452;353;295;;;;;
44;9;98;3;1;1636;3;2;2;1;304;254;264;257;259;492;287;274;1668;421;602;493;605;;;;;
44;10;132;3;1;1801;3;2;2;1;364;378;351;281;211;334;255;267;572;293;434;314;290;313;;;;
44;11;13;3;1;1731;3;2;2;1;334;364;335;427;663;415;1883;2852;1203;501;401;754;;;;;;
44;12;48;3;1;1596;3;2;2;1;340;326;438;301;361;355;265;327;833;324;366;350;;;;;;
44;13;123;4;2;1219;3;2;2;2;370;405;528;278;240;418;498;456;1080;457;539;320;343;;;;;
44;14;116;4;2;1108;3;2;2;2;334;307;287;248;279;372;454;346;712;358;456;296;319;;;;;
44;15;79;4;2;1424;3;2;2;2;246;457;439;361;376;427;338;341;1338;391;453;272;384;;;;;
44;16;81;4;2;1218;3;2;2;2;347;357;469;529;497;499;592;472;1032;304;355;364;326;529;504;;;
44;17;43;4;2;1677;3;2;2;2;298;310;372;413;356;347;341;389;864;527;298;380;260;686;;;;
44;18;38;4;2;2118;3;2;2;2;273;333;284;356;247;469;301;352;1170;401;372;404;335;346;370;;;
44;19;138;5;2;1767;4;2;3;1;373;345;349;520;285;295;337;410;849;351;362;482;264;322;;;;
44;20;77;5;1;1443;3;2;3;1;307;349;361;321;344;334;338;298;1778;318;300;303;384;286;298;329;1619;
44;21;103;5;1;1427;3;2;3;1;262;321;341;306;299;317;368;320;683;294;338;358;329;384;;;;
44;22;111;5;1;1544;3;2;3;1;340;301;304;276;438;270;302;318;1038;312;352;455;287;379;;;;
44;23;64;5;1;1132;3;2;3;1;251;332;365;323;427;317;409;244;1338;277;432;446;;;;;;
44;24;94;5;2;2448;4;2;3;1;303;341;329;289;431;414;923;312;1252;456;393;526;;;;;;
44;25;6;6;2;1931;3;2;3;2;342;747;527;511;662;476;588;753;1801;419;484;601;555;;;;;
44;26;92;6;2;1616;3;2;3;2;278;270;844;296;247;339;321;253;611;469;672;626;557;;;;;
44;27;4;6;2;2305;3;2;3;2;365;597;358;358;561;396;1971;643;2333;530;793;545;599;1895;;;;
44;28;106;6;2;1949;3;2;3;2;426;352;258;277;258;350;544;293;1327;412;375;399;278;;;;;
44;29;62;6;2;2396;3;2;3;2;316;335;326;410;581;556;389;390;814;345;458;333;373;503;;;;
44;30;33;6;2;7697;3;2;3;2;324;355;526;321;1095;426;458;369;778;357;346;349;544;;;;;
44;31;16;1;1;2630;3;2;1;1;280;324;282;316;526;377;2632;375;1422;523;387;709;;;;;;
44;32;54;1;1;1095;3;2;1;1;283;235;274;272;257;278;320;283;1097;363;281;306;485;266;;;;
44;33;129;1;1;1712;3;2;1;1;313;305;309;522;292;435;898;280;669;342;280;289;302;;;;;
44;34;96;1;1;1772;3;2;1;1;491;570;314;281;243;275;257;427;1045;618;329;682;;;;;;
44;35;58;1;1;1049;3;2;1;1;315;366;340;441;263;346;879;312;958;458;341;362;324;;;;;
44;36;73;1;2;2875;4;2;1;1;422;363;343;264;629;332;2877;277;1061;489;699;349;1286;;;;;
45;1;130;3;1;1710;3;2;2;1;217;239;250;230;261;259;238;236;828;342;284;497;;;;;;
45;2;82;3;1;1398;3;2;2;1;283;285;294;338;501;230;282;363;1288;572;456;428;469;;;;;
45;3;39;3;1;1258;3;2;2;1;281;268;463;294;507;400;271;682;1766;339;334;406;308;309;279;621;;
45;4;73;3;1;844;3;2;2;1;302;262;304;236;267;270;270;471;1386;355;302;545;268;461;;;;
45;5;41;3;1;1880;3;2;2;1;208;248;369;254;484;273;388;337;872;343;405;367;343;712;;;;
45;6;122;3;1;1957;3;2;2;1;337;508;378;505;497;420;318;743;326;680;413;305;201;186;;;;
45;7;64;4;2;2153;3;2;2;2;254;285;389;240;744;365;297;360;1068;326;338;339;299;582;;;;
45;8;14;4;2;1967;3;2;2;2;282;386;306;287;639;340;716;1228;1243;423;446;349;690;;;;;
45;9;52;4;2;1923;3;2;2;2;214;295;265;256;287;398;303;441;1351;339;361;314;638;;;;;
45;10;45;4;2;1356;3;2;2;2;263;365;258;286;721;371;384;587;759;403;495;416;388;481;;;;
45;11;56;4;2;939;3;2;2;2;249;343;210;245;413;256;1175;273;1281;330;342;615;;;;;;
45;12;124;4;2;2077;3;2;2;2;242;244;276;270;479;361;316;958;1164;449;1113;707;;;;;;
45;13;120;5;1;1027;3;2;3;1;429;230;394;315;307;308;1802;250;745;304;305;380;391;;;;;
45;14;144;5;1;996;3;2;3;1;252;265;256;258;288;362;274;289;1317;666;488;509;1870;;;;;
45;15;126;5;1;3243;3;2;3;1;255;267;438;391;241;445;498;258;1121;314;400;386;484;;;;;
45;16;107;5;1;1804;3;2;3;1;264;338;336;650;302;449;284;477;2409;253;274;285;427;265;855;;;
45;17;87;5;1;1717;3;2;3;1;262;294;497;448;210;301;409;245;877;261;331;325;326;478;;;;
45;18;43;5;1;1298;3;2;3;1;302;353;276;477;369;451;404;435;1156;363;334;337;378;309;690;;;
45;19;47;6;2;1397;3;2;3;2;245;432;328;461;375;395;326;397;797;322;356;358;558;452;;;;
45;20;49;6;2;1534;3;2;3;2;266;267;340;340;331;342;475;386;1838;446;354;249;481;314;366;365;417;
45;21;78;6;2;1565;3;2;3;2;256;357;247;268;270;404;245;266;769;392;354;254;285;438;;;;
45;22;22;6;2;1567;3;2;3;2;263;281;331;313;946;384;1734;397;1119;363;351;489;309;900;;;;
45;23;116;6;1;789;4;2;3;2;240;222;244;213;275;297;258;260;1266;279;332;502;;;;;;
45;24;142;6;1;1647;4;2;3;2;254;274;265;349;331;854;835;443;1044;322;575;486;;;;;;
45;25;66;1;1;1095;3;2;1;1;264;256;319;291;593;265;255;290;1396;360;268;298;601;;;;;
45;26;128;1;1;1338;3;2;1;1;240;233;262;264;256;257;262;262;537;265;338;319;452;;;;;
45;27;54;1;1;1585;3;2;1;1;211;224;265;256;256;431;371;302;1513;480;282;354;355;599;;;;
45;28;112;1;1;1715;3;2;1;1;318;523;236;275;320;411;342;405;1089;671;663;466;1166;;;;;
45;29;92;1;1;1971;3;2;1;1;295;256;300;271;282;484;378;335;672;394;276;497;252;360;;;;
45;30;118;1;1;1915;3;2;1;1;229;250;280;281;283;284;368;258;836;345;398;449;1026;;;;;
45;31;75;2;2;1372;3;2;1;2;254;427;288;280;633;273;1376;351;1320;370;291;576;;;;;;
45;32;80;2;2;1083;3;2;1;2;250;290;374;284;360;282;431;262;954;337;380;323;294;738;;;;
45;33;30;2;2;1243;3;2;1;2;239;231;693;278;506;339;1007;467;635;441;292;302;507;;;;;
45;34;32;2;2;1631;3;2;1;2;281;242;425;1170;542;507;546;690;1371;449;1013;784;;;;;;
45;35;135;2;1;3357;4;2;1;2;240;285;483;265;238;239;645;304;851;681;401;265;459;;;;;
45;36;71;2;2;1690;3;2;1;2;259;288;291;333;273;414;1692;282;881;296;334;280;552;;;;;
46;1;115;4;2;1953;3;2;2;2;289;351;423;275;586;579;724;685;1087;321;329;376;;;;;;
46;2;19;4;2;1919;3;2;2;2;347;600;332;402;1427;350;732;1538;1426;244;597;352;622;;;;;
46;3;88;4;2;1302;3;2;2;2;376;468;490;342;623;322;497;489;955;296;810;260;415;373;354;436;;
46;4;121;4;2;1464;3;2;2;2;539;470;321;444;396;306;318;490;2080;362;444;396;278;309;;;;
46;5;8;4;2;2505;3;2;2;2;287;289;288;282;602;435;726;760;1208;287;258;372;262;744;;;;
46;6;106;4;2;3567;3;2;2;2;306;360;419;280;352;316;833;514;412;445;527;358;426;501;;;;
46;7;104;5;1;1512;3;2;3;1;346;467;411;634;916;629;411;564;852;310;321;312;315;418;;;;
46;8;76;5;1;1071;3;2;3;1;340;802;422;466;680;709;965;586;956;523;466;356;429;;;;;
46;9;92;5;1;2184;3;2;3;1;307;491;361;372;413;477;458;390;1632;380;330;361;534;;;;;
46;10;6;5;1;1859;3;2;3;1;338;358;372;287;304;324;368;338;1000;403;424;346;358;727;;;;
46;11;137;5;1;847;3;2;3;1;293;330;315;315;366;330;1041;306;1150;367;315;549;;;;;;
46;12;102;5;1;1818;3;2;3;1;825;1130;462;443;436;418;370;353;620;456;358;379;;;;;;
46;13;59;6;2;2296;3;2;3;2;345;407;688;509;481;374;446;727;1226;378;500;387;348;;;;;
46;14;1;6;2;1891;3;2;3;2;485;409;327;277;1051;313;735;1251;795;506;739;329;733;;;;;
46;15;108;6;2;1422;3;2;3;2;308;367;321;412;302;395;316;277;929;232;396;295;357;;;;;
