sub,itemType,item,cond,pos,posW,ansKey,rt,isCorrect,relabelpos,CL ,CUE
26,e5,13,b,1,闭路电视,-,759,1,2,CL,noCUE
6,e5,13,b,1,闭路电视,-,1274,1,2,CL,noCUE
38,e5,13,b,1,闭路电视,-,1304,1,2,CL,noCUE
10,e5,13,b,1,闭路电视,-,2966,1,2,CL,noCUE
41,e5,14,b,1,山茶花,-,194,1,2,CL,noCUE
53,e5,14,b,1,山茶花,-,237,1,2,CL,noCUE
13,e5,14,b,1,山茶花,-,243,1,2,CL,noCUE
45,e5,14,b,1,山茶花,-,268,1,2,CL,noCUE
29,e5,14,b,1,山茶花,-,347,1,2,CL,noCUE
37,e5,14,b,1,山茶花,-,448,1,2,CL,noCUE
49,e5,14,b,1,山茶花,-,529,1,2,CL,noCUE
33,e5,14,b,1,山茶花,-,533,1,2,CL,noCUE
21,e5,14,b,1,山茶花,-,538,1,2,CL,noCUE
9,e5,14,b,1,山茶花,-,566,1,2,CL,noCUE
5,e5,14,b,1,山茶花,-,596,1,2,CL,noCUE
17,e5,14,b,1,山茶花,-,612,1,2,CL,noCUE
25,e5,14,b,1,山茶花,-,699,1,2,CL,noCUE
57,e5,14,b,1,山茶花,-,1062,1,2,CL,noCUE
16,e5,15,b,1,镜头,-,169,1,2,CL,noCUE
40,e5,15,b,1,镜头,-,220,1,2,CL,noCUE
56,e5,15,b,1,镜头,-,236,1,2,CL,noCUE
4,e5,15,b,1,镜头,-,256,1,2,CL,noCUE
12,e5,15,b,1,镜头,-,313,1,2,CL,noCUE
8,e5,15,b,1,镜头,-,357,1,2,CL,noCUE
36,e5,15,b,1,镜头,-,414,2,2,CL,noCUE
32,e5,15,b,1,镜头,-,421,1,2,CL,noCUE
48,e5,15,b,1,镜头,-,484,1,2,CL,noCUE
52,e5,15,b,1,镜头,-,557,1,2,CL,noCUE
44,e5,15,b,1,镜头,-,568,1,2,CL,noCUE
28,e5,15,b,1,镜头,-,744,1,2,CL,noCUE
20,e5,15,b,1,镜头,-,781,1,2,CL,noCUE
24,e5,15,b,1,镜头,-,1001,1,2,CL,noCUE
60,e5,15,b,1,镜头,-,1060,1,2,CL,noCUE
35,e5,16,b,1,顺口溜,-,262,1,2,CL,noCUE
15,e5,16,b,1,顺口溜,-,269,1,2,CL,noCUE
19,e5,16,b,1,顺口溜,-,281,1,2,CL,noCUE
3,e5,16,b,1,顺口溜,-,351,1,2,CL,noCUE
59,e5,16,b,1,顺口溜,-,407,1,2,CL,noCUE
55,e5,16,b,1,顺口溜,-,437,1,2,CL,noCUE
39,e5,16,b,1,顺口溜,-,462,1,2,CL,noCUE
43,e5,16,b,1,顺口溜,-,610,2,2,CL,noCUE
27,e5,16,b,1,顺口溜,-,637,1,2,CL,noCUE
51,e5,16,b,1,顺口溜,-,651,1,2,CL,noCUE
47,e5,16,b,1,顺口溜,-,667,1,2,CL,noCUE
31,e5,16,b,1,顺口溜,-,1255,1,2,CL,noCUE
23,e5,16,b,1,顺口溜,-,1392,1,2,CL,noCUE
7,e5,16,b,1,顺口溜,-,1926,1,2,CL,noCUE
2,e5,17,b,1,案件,-,265,1,2,CL,noCUE
18,e5,17,b,1,案件,-,265,1,2,CL,noCUE
26,e5,17,b,1,案件,-,267,1,2,CL,noCUE
30,e5,17,b,1,案件,-,292,1,2,CL,noCUE
14,e5,17,b,1,案件,-,314,1,2,CL,noCUE
6,e5,17,b,1,案件,-,336,1,2,CL,noCUE
46,e5,17,b,1,案件,-,367,1,2,CL,noCUE
54,e5,17,b,1,案件,-,379,1,2,CL,noCUE
22,e5,17,b,1,案件,-,390,1,2,CL,noCUE
58,e5,17,b,1,案件,-,400,1,2,CL,noCUE
10,e5,17,b,1,案件,-,509,1,2,CL,noCUE
50,e5,17,b,1,案件,-,535,1,2,CL,noCUE
42,e5,17,b,1,案件,-,557,1,2,CL,noCUE
38,e5,17,b,1,案件,-,674,1,2,CL,noCUE
34,e5,17,b,1,案件,-,696,1,2,CL,noCUE
13,e5,18,b,1,大字报,-,168,2,2,CL,noCUE
29,e5,18,b,1,大字报,-,203,1,2,CL,noCUE
53,e5,18,b,1,大字报,-,264,1,2,CL,noCUE
5,e5,18,b,1,大字报,-,288,1,2,CL,noCUE
41,e5,18,b,1,大字报,-,302,1,2,CL,noCUE
21,e5,18,b,1,大字报,-,360,1,2,CL,noCUE
45,e5,18,b,1,大字报,-,408,1,2,CL,noCUE
17,e5,18,b,1,大字报,-,560,1,2,CL,noCUE
49,e5,18,b,1,大字报,-,649,1,2,CL,noCUE
33,e5,18,b,1,大字报,-,671,1,2,CL,noCUE
25,e5,18,b,1,大字报,-,677,1,2,CL,noCUE
9,e5,18,b,1,大字报,-,714,1,2,CL,noCUE
37,e5,18,b,1,大字报,-,857,1,2,CL,noCUE
57,e5,18,b,1,大字报,-,1119,1,2,CL,noCUE
16,e5,19,b,1,飞镖,-,140,1,2,CL,noCUE
40,e5,19,b,1,飞镖,-,208,1,2,CL,noCUE
48,e5,19,b,1,飞镖,-,228,1,2,CL,noCUE
56,e5,19,b,1,飞镖,-,236,1,2,CL,noCUE
4,e5,19,b,1,飞镖,-,262,1,2,CL,noCUE
60,e5,19,b,1,飞镖,-,293,2,2,CL,noCUE
20,e5,19,b,1,飞镖,-,348,1,2,CL,noCUE
28,e5,19,b,1,飞镖,-,418,1,2,CL,noCUE
12,e5,19,b,1,飞镖,-,452,1,2,CL,noCUE
52,e5,19,b,1,飞镖,-,460,1,2,CL,noCUE
36,e5,19,b,1,飞镖,-,487,1,2,CL,noCUE
44,e5,19,b,1,飞镖,-,735,1,2,CL,noCUE
8,e5,19,b,1,飞镖,-,747,1,2,CL,noCUE
32,e5,19,b,1,飞镖,-,772,1,2,CL,noCUE
24,e5,19,b,1,飞镖,-,806,1,2,CL,noCUE
59,e5,20,b,1,侦查系统,-,217,1,2,CL,noCUE
43,e5,20,b,1,侦查系统,-,245,1,2,CL,noCUE
19,e5,20,b,1,侦查系统,-,261,1,2,CL,noCUE
15,e5,20,b,1,侦查系统,-,309,1,2,CL,noCUE
27,e5,20,b,1,侦查系统,-,313,1,2,CL,noCUE
35,e5,20,b,1,侦查系统,-,430,1,2,CL,noCUE
55,e5,20,b,1,侦查系统,-,597,2,2,CL,noCUE
39,e5,20,b,1,侦查系统,-,625,1,2,CL,noCUE
31,e5,20,b,1,侦查系统,-,952,1,2,CL,noCUE
51,e5,20,b,1,侦查系统,-,1212,1,2,CL,noCUE
3,e5,20,b,1,侦查系统,-,1400,1,2,CL,noCUE
47,e5,20,b,1,侦查系统,-,1406,2,2,CL,noCUE
23,e5,20,b,1,侦查系统,-,1445,1,2,CL,noCUE
7,e5,20,b,1,侦查系统,-,1648,1,2,CL,noCUE
30,e5,21,b,1,无线讯号,-,197,1,2,CL,noCUE
18,e5,21,b,1,无线讯号,-,268,1,2,CL,noCUE
2,e5,21,b,1,无线讯号,-,283,1,2,CL,noCUE
14,e5,21,b,1,无线讯号,-,285,1,2,CL,noCUE
26,e5,21,b,1,无线讯号,-,308,1,2,CL,noCUE
42,e5,21,b,1,无线讯号,-,320,1,2,CL,noCUE
34,e5,21,b,1,无线讯号,-,352,1,2,CL,noCUE
54,e5,21,b,1,无线讯号,-,359,1,2,CL,noCUE
58,e5,21,b,1,无线讯号,-,457,1,2,CL,noCUE
38,e5,21,b,1,无线讯号,-,615,1,2,CL,noCUE
50,e5,21,b,1,无线讯号,-,730,1,2,CL,noCUE
6,e5,21,b,1,无线讯号,-,786,1,2,CL,noCUE
46,e5,21,b,1,无线讯号,-,1502,2,2,CL,noCUE
22,e5,21,b,1,无线讯号,-,2205,1,2,CL,noCUE
10,e5,21,b,1,无线讯号,-,6270,1,2,CL,noCUE
29,e5,22,b,1,水草,-,212,1,2,CL,noCUE
49,e5,22,b,1,水草,-,285,1,2,CL,noCUE
45,e5,22,b,1,水草,-,286,1,2,CL,noCUE
53,e5,22,b,1,水草,-,307,1,2,CL,noCUE
41,e5,22,b,1,水草,-,348,1,2,CL,noCUE
13,e5,22,b,1,水草,-,349,1,2,CL,noCUE
37,e5,22,b,1,水草,-,440,1,2,CL,noCUE
21,e5,22,b,1,水草,-,454,1,2,CL,noCUE
5,e5,22,b,1,水草,-,498,1,2,CL,noCUE
17,e5,22,b,1,水草,-,538,1,2,CL,noCUE
25,e5,22,b,1,水草,-,540,1,2,CL,noCUE
57,e5,22,b,1,水草,-,570,1,2,CL,noCUE
33,e5,22,b,1,水草,-,867,1,2,CL,noCUE
9,e5,22,b,1,水草,-,974,1,2,CL,noCUE
40,e5,23,b,1,税法,-,199,1,2,CL,noCUE
20,e5,23,b,1,税法,-,209,1,2,CL,noCUE
16,e5,23,b,1,税法,-,290,1,2,CL,noCUE
56,e5,23,b,1,税法,-,304,1,2,CL,noCUE
8,e5,23,b,1,税法,-,310,2,2,CL,noCUE
60,e5,23,b,1,税法,-,322,2,2,CL,noCUE
32,e5,23,b,1,税法,-,337,1,2,CL,noCUE
12,e5,23,b,1,税法,-,364,1,2,CL,noCUE
48,e5,23,b,1,税法,-,379,1,2,CL,noCUE
4,e5,23,b,1,税法,-,720,1,2,CL,noCUE
52,e5,23,b,1,税法,-,827,1,2,CL,noCUE
44,e5,23,b,1,税法,-,956,1,2,CL,noCUE
36,e5,23,b,1,税法,-,1024,1,2,CL,noCUE
24,e5,23,b,1,税法,-,1110,1,2,CL,noCUE
28,e5,23,b,1,税法,-,1425,1,2,CL,noCUE
59,e5,24,b,1,皮球,-,221,1,2,CL,noCUE
15,e5,24,b,1,皮球,-,249,1,2,CL,noCUE
19,e5,24,b,1,皮球,-,306,1,2,CL,noCUE
43,e5,24,b,1,皮球,-,348,1,2,CL,noCUE
55,e5,24,b,1,皮球,-,353,1,2,CL,noCUE
23,e5,24,b,1,皮球,-,362,1,2,CL,noCUE
51,e5,24,b,1,皮球,-,388,1,2,CL,noCUE
39,e5,24,b,1,皮球,-,418,1,2,CL,noCUE
35,e5,24,b,1,皮球,-,453,1,2,CL,noCUE
47,e5,24,b,1,皮球,-,572,1,2,CL,noCUE
3,e5,24,b,1,皮球,-,697,1,2,CL,noCUE
7,e5,24,b,1,皮球,-,898,1,2,CL,noCUE
27,e5,24,b,1,皮球,-,1012,1,2,CL,noCUE
31,e5,24,b,1,皮球,-,1014,1,2,CL,noCUE
59,e5,1,c,1,石块,-,215,1,2,noCL,CUE
19,e5,1,c,1,石块,-,271,1,2,noCL,CUE
43,e5,1,c,1,石块,-,303,1,2,noCL,CUE
15,e5,1,c,1,石块,-,332,1,2,noCL,CUE
35,e5,1,c,1,石块,-,343,1,2,noCL,CUE
27,e5,1,c,1,石块,-,350,1,2,noCL,CUE
55,e5,1,c,1,石块,-,401,1,2,noCL,CUE
7,e5,1,c,1,石块,-,448,1,2,noCL,CUE
3,e5,1,c,1,石块,-,484,1,2,noCL,CUE
23,e5,1,c,1,石块,-,492,1,2,noCL,CUE
47,e5,1,c,1,石块,-,694,1,2,noCL,CUE
39,e5,1,c,1,石块,-,788,1,2,noCL,CUE
31,e5,1,c,1,石块,-,926,1,2,noCL,CUE
51,e5,1,c,1,石块,-,1553,1,2,noCL,CUE
30,e5,2,c,1,密电,-,220,1,2,noCL,CUE
22,e5,2,c,1,密电,-,257,1,2,noCL,CUE
2,e5,2,c,1,密电,-,260,2,2,noCL,CUE
26,e5,2,c,1,密电,-,286,1,2,noCL,CUE
42,e5,2,c,1,密电,-,303,2,2,noCL,CUE
18,e5,2,c,1,密电,-,314,1,2,noCL,CUE
14,e5,2,c,1,密电,-,351,1,2,noCL,CUE
58,e5,2,c,1,密电,-,352,1,2,noCL,CUE
54,e5,2,c,1,密电,-,368,1,2,noCL,CUE
46,e5,2,c,1,密电,-,420,1,2,noCL,CUE
10,e5,2,c,1,密电,-,481,1,2,noCL,CUE
6,e5,2,c,1,密电,-,560,1,2,noCL,CUE
50,e5,2,c,1,密电,-,567,1,2,noCL,CUE
34,e5,2,c,1,密电,-,673,2,2,noCL,CUE
38,e5,2,c,1,密电,-,789,1,2,noCL,CUE
45,e5,3,c,1,绷带,-,207,1,2,noCL,CUE
41,e5,3,c,1,绷带,-,228,1,2,noCL,CUE
13,e5,3,c,1,绷带,-,247,1,2,noCL,CUE
5,e5,3,c,1,绷带,-,254,1,2,noCL,CUE
29,e5,3,c,1,绷带,-,265,1,2,noCL,CUE
21,e5,3,c,1,绷带,-,327,1,2,noCL,CUE
53,e5,3,c,1,绷带,-,352,1,2,noCL,CUE
33,e5,3,c,1,绷带,-,378,1,2,noCL,CUE
25,e5,3,c,1,绷带,-,440,1,2,noCL,CUE
57,e5,3,c,1,绷带,-,504,1,2,noCL,CUE
37,e5,3,c,1,绷带,-,522,1,2,noCL,CUE
17,e5,3,c,1,绷带,-,631,1,2,noCL,CUE
49,e5,3,c,1,绷带,-,845,1,2,noCL,CUE
9,e5,3,c,1,绷带,-,906,1,2,noCL,CUE
40,e5,4,c,1,乌篷船,-,201,1,2,noCL,CUE
20,e5,4,c,1,乌篷船,-,207,1,2,noCL,CUE
56,e5,4,c,1,乌篷船,-,209,1,2,noCL,CUE
4,e5,4,c,1,乌篷船,-,254,1,2,noCL,CUE
12,e5,4,c,1,乌篷船,-,279,1,2,noCL,CUE
48,e5,4,c,1,乌篷船,-,279,1,2,noCL,CUE
60,e5,4,c,1,乌篷船,-,377,2,2,noCL,CUE
52,e5,4,c,1,乌篷船,-,475,1,2,noCL,CUE
16,e5,4,c,1,乌篷船,-,486,1,2,noCL,CUE
8,e5,4,c,1,乌篷船,-,634,1,2,noCL,CUE
36,e5,4,c,1,乌篷船,-,730,1,2,noCL,CUE
28,e5,4,c,1,乌篷船,-,749,1,2,noCL,CUE
44,e5,4,c,1,乌篷船,-,874,1,2,noCL,CUE
24,e5,4,c,1,乌篷船,-,1510,1,2,noCL,CUE
32,e5,4,c,1,乌篷船,-,5982,1,2,noCL,CUE
15,e5,5,c,1,美食,-,188,1,2,noCL,CUE
35,e5,5,c,1,美食,-,246,1,2,noCL,CUE
43,e5,5,c,1,美食,-,323,1,2,noCL,CUE
55,e5,5,c,1,美食,-,326,1,2,noCL,CUE
23,e5,5,c,1,美食,-,367,1,2,noCL,CUE
47,e5,5,c,1,美食,-,373,1,2,noCL,CUE
19,e5,5,c,1,美食,-,386,1,2,noCL,CUE
3,e5,5,c,1,美食,-,419,1,2,noCL,CUE
7,e5,5,c,1,美食,-,488,1,2,noCL,CUE
59,e5,5,c,1,美食,-,505,1,2,noCL,CUE
39,e5,5,c,1,美食,-,525,1,2,noCL,CUE
31,e5,5,c,1,美食,-,643,1,2,noCL,CUE
27,e5,5,c,1,美食,-,780,1,2,noCL,CUE
51,e5,5,c,1,美食,-,968,1,2,noCL,CUE
30,e5,6,c,1,生意,-,204,1,2,noCL,CUE
18,e5,6,c,1,生意,-,250,1,2,noCL,CUE
2,e5,6,c,1,生意,-,266,1,2,noCL,CUE
22,e5,6,c,1,生意,-,287,1,2,noCL,CUE
42,e5,6,c,1,生意,-,291,1,2,noCL,CUE
34,e5,6,c,1,生意,-,323,2,2,noCL,CUE
58,e5,6,c,1,生意,-,326,1,2,noCL,CUE
54,e5,6,c,1,生意,-,358,1,2,noCL,CUE
6,e5,6,c,1,生意,-,359,1,2,noCL,CUE
14,e5,6,c,1,生意,-,370,1,2,noCL,CUE
46,e5,6,c,1,生意,-,398,1,2,noCL,CUE
50,e5,6,c,1,生意,-,461,1,2,noCL,CUE
26,e5,6,c,1,生意,-,472,1,2,noCL,CUE
10,e5,6,c,1,生意,-,566,1,2,noCL,CUE
38,e5,6,c,1,生意,-,610,1,2,noCL,CUE
13,e5,7,c,1,流言,-,222,1,2,noCL,CUE
29,e5,7,c,1,流言,-,232,1,2,noCL,CUE
5,e5,7,c,1,流言,-,242,1,2,noCL,CUE
49,e5,7,c,1,流言,-,249,1,2,noCL,CUE
41,e5,7,c,1,流言,-,307,1,2,noCL,CUE
53,e5,7,c,1,流言,-,325,1,2,noCL,CUE
21,e5,7,c,1,流言,-,374,1,2,noCL,CUE
37,e5,7,c,1,流言,-,381,1,2,noCL,CUE
45,e5,7,c,1,流言,-,385,1,2,noCL,CUE
57,e5,7,c,1,流言,-,568,1,2,noCL,CUE
9,e5,7,c,1,流言,-,570,1,2,noCL,CUE
17,e5,7,c,1,流言,-,586,1,2,noCL,CUE
33,e5,7,c,1,流言,-,677,1,2,noCL,CUE
25,e5,7,c,1,流言,-,738,1,2,noCL,CUE
40,e5,8,c,1,文稿,-,264,1,2,noCL,CUE
20,e5,8,c,1,文稿,-,278,1,2,noCL,CUE
4,e5,8,c,1,文稿,-,299,1,2,noCL,CUE
48,e5,8,c,1,文稿,-,315,1,2,noCL,CUE
12,e5,8,c,1,文稿,-,327,1,2,noCL,CUE
60,e5,8,c,1,文稿,-,328,2,2,noCL,CUE
56,e5,8,c,1,文稿,-,354,1,2,noCL,CUE
28,e5,8,c,1,文稿,-,364,1,2,noCL,CUE
8,e5,8,c,1,文稿,-,394,1,2,noCL,CUE
16,e5,8,c,1,文稿,-,394,1,2,noCL,CUE
36,e5,8,c,1,文稿,-,403,1,2,noCL,CUE
52,e5,8,c,1,文稿,-,466,1,2,noCL,CUE
24,e5,8,c,1,文稿,-,525,1,2,noCL,CUE
32,e5,8,c,1,文稿,-,663,1,2,noCL,CUE
44,e5,8,c,1,文稿,-,1277,1,2,noCL,CUE
19,e5,9,c,1,议案,-,278,1,2,noCL,CUE
15,e5,9,c,1,议案,-,298,1,2,noCL,CUE
55,e5,9,c,1,议案,-,342,1,2,noCL,CUE
3,e5,9,c,1,议案,-,357,1,2,noCL,CUE
35,e5,9,c,1,议案,-,420,1,2,noCL,CUE
23,e5,9,c,1,议案,-,451,1,2,noCL,CUE
43,e5,9,c,1,议案,-,504,1,2,noCL,CUE
27,e5,9,c,1,议案,-,525,1,2,noCL,CUE
51,e5,9,c,1,议案,-,611,1,2,noCL,CUE
39,e5,9,c,1,议案,-,625,1,2,noCL,CUE
59,e5,9,c,1,议案,-,644,1,2,noCL,CUE
7,e5,9,c,1,议案,-,648,1,2,noCL,CUE
31,e5,9,c,1,议案,-,1615,1,2,noCL,CUE
47,e5,9,c,1,议案,-,1643,1,2,noCL,CUE
2,e5,10,c,1,匿名信,-,228,1,2,noCL,CUE
26,e5,10,c,1,匿名信,-,260,1,2,noCL,CUE
14,e5,10,c,1,匿名信,-,301,1,2,noCL,CUE
34,e5,10,c,1,匿名信,-,332,1,2,noCL,CUE
50,e5,10,c,1,匿名信,-,424,1,2,noCL,CUE
54,e5,10,c,1,匿名信,-,444,1,2,noCL,CUE
58,e5,10,c,1,匿名信,-,474,1,2,noCL,CUE
18,e5,10,c,1,匿名信,-,511,1,2,noCL,CUE
30,e5,10,c,1,匿名信,-,568,1,2,noCL,CUE
22,e5,10,c,1,匿名信,-,731,1,2,noCL,CUE
38,e5,10,c,1,匿名信,-,779,1,2,noCL,CUE
42,e5,10,c,1,匿名信,-,785,1,2,noCL,CUE
46,e5,10,c,1,匿名信,-,900,1,2,noCL,CUE
6,e5,10,c,1,匿名信,-,1252,1,2,noCL,CUE
10,e5,10,c,1,匿名信,-,1585,1,2,noCL,CUE
29,e5,11,c,1,网站,-,238,1,2,noCL,CUE
45,e5,11,c,1,网站,-,280,2,2,noCL,CUE
37,e5,11,c,1,网站,-,310,1,2,noCL,CUE
5,e5,11,c,1,网站,-,318,1,2,noCL,CUE
33,e5,11,c,1,网站,-,383,2,2,noCL,CUE
53,e5,11,c,1,网站,-,386,2,2,noCL,CUE
21,e5,11,c,1,网站,-,390,2,2,noCL,CUE
25,e5,11,c,1,网站,-,390,1,2,noCL,CUE
49,e5,11,c,1,网站,-,443,2,2,noCL,CUE
41,e5,11,c,1,网站,-,480,2,2,noCL,CUE
17,e5,11,c,1,网站,-,541,2,2,noCL,CUE
57,e5,11,c,1,网站,-,577,2,2,noCL,CUE
13,e5,11,c,1,网站,-,636,2,2,noCL,CUE
9,e5,11,c,1,网站,-,714,2,2,noCL,CUE
40,e5,12,c,1,手雷,-,226,1,2,noCL,CUE
56,e5,12,c,1,手雷,-,263,1,2,noCL,CUE
20,e5,12,c,1,手雷,-,274,1,2,noCL,CUE
4,e5,12,c,1,手雷,-,302,1,2,noCL,CUE
60,e5,12,c,1,手雷,-,302,2,2,noCL,CUE
16,e5,12,c,1,手雷,-,394,1,2,noCL,CUE
8,e5,12,c,1,手雷,-,438,1,2,noCL,CUE
36,e5,12,c,1,手雷,-,464,1,2,noCL,CUE
48,e5,12,c,1,手雷,-,485,1,2,noCL,CUE
12,e5,12,c,1,手雷,-,559,1,2,noCL,CUE
52,e5,12,c,1,手雷,-,626,1,2,noCL,CUE
44,e5,12,c,1,手雷,-,658,1,2,noCL,CUE
32,e5,12,c,1,手雷,-,708,1,2,noCL,CUE
24,e5,12,c,1,手雷,-,748,1,2,noCL,CUE
28,e5,12,c,1,手雷,-,1126,1,2,noCL,CUE
59,e5,13,c,1,闭路电视,-,202,1,2,noCL,CUE
23,e5,13,c,1,闭路电视,-,237,1,2,noCL,CUE
19,e5,13,c,1,闭路电视,-,285,1,2,noCL,CUE
55,e5,13,c,1,闭路电视,-,349,1,2,noCL,CUE
15,e5,13,c,1,闭路电视,-,444,1,2,noCL,CUE
35,e5,13,c,1,闭路电视,-,503,1,2,noCL,CUE
43,e5,13,c,1,闭路电视,-,628,1,2,noCL,CUE
39,e5,13,c,1,闭路电视,-,688,1,2,noCL,CUE
51,e5,13,c,1,闭路电视,-,706,1,2,noCL,CUE
3,e5,13,c,1,闭路电视,-,772,1,2,noCL,CUE
27,e5,13,c,1,闭路电视,-,786,1,2,noCL,CUE
47,e5,13,c,1,闭路电视,-,922,1,2,noCL,CUE
31,e5,13,c,1,闭路电视,-,955,1,2,noCL,CUE
7,e5,13,c,1,闭路电视,-,1925,1,2,noCL,CUE
2,e5,14,c,1,山茶花,-,190,1,2,noCL,CUE
30,e5,14,c,1,山茶花,-,212,1,2,noCL,CUE
18,e5,14,c,1,山茶花,-,249,1,2,noCL,CUE
22,e5,14,c,1,山茶花,-,253,1,2,noCL,CUE
6,e5,14,c,1,山茶花,-,381,1,2,noCL,CUE
58,e5,14,c,1,山茶花,-,382,1,2,noCL,CUE
54,e5,14,c,1,山茶花,-,392,1,2,noCL,CUE
34,e5,14,c,1,山茶花,-,409,1,2,noCL,CUE
14,e5,14,c,1,山茶花,-,487,1,2,noCL,CUE
26,e5,14,c,1,山茶花,-,521,2,2,noCL,CUE
38,e5,14,c,1,山茶花,-,558,1,2,noCL,CUE
42,e5,14,c,1,山茶花,-,569,1,2,noCL,CUE
50,e5,14,c,1,山茶花,-,727,1,2,noCL,CUE
46,e5,14,c,1,山茶花,-,894,1,2,noCL,CUE
10,e5,14,c,1,山茶花,-,1280,1,2,noCL,CUE
29,e5,15,c,1,镜头,-,243,1,2,noCL,CUE
41,e5,15,c,1,镜头,-,248,1,2,noCL,CUE
13,e5,15,c,1,镜头,-,297,1,2,noCL,CUE
45,e5,15,c,1,镜头,-,305,1,2,noCL,CUE
21,e5,15,c,1,镜头,-,314,1,2,noCL,CUE
5,e5,15,c,1,镜头,-,318,1,2,noCL,CUE
33,e5,15,c,1,镜头,-,375,1,2,noCL,CUE
49,e5,15,c,1,镜头,-,387,1,2,noCL,CUE
37,e5,15,c,1,镜头,-,388,1,2,noCL,CUE
53,e5,15,c,1,镜头,-,516,1,2,noCL,CUE
17,e5,15,c,1,镜头,-,528,1,2,noCL,CUE
25,e5,15,c,1,镜头,-,575,1,2,noCL,CUE
57,e5,15,c,1,镜头,-,575,1,2,noCL,CUE
9,e5,15,c,1,镜头,-,815,1,2,noCL,CUE
16,e5,16,c,1,顺口溜,-,178,1,2,noCL,CUE
40,e5,16,c,1,顺口溜,-,258,1,2,noCL,CUE
56,e5,16,c,1,顺口溜,-,274,1,2,noCL,CUE
4,e5,16,c,1,顺口溜,-,296,1,2,noCL,CUE
12,e5,16,c,1,顺口溜,-,373,2,2,noCL,CUE
8,e5,16,c,1,顺口溜,-,407,1,2,noCL,CUE
60,e5,16,c,1,顺口溜,-,462,2,2,noCL,CUE
48,e5,16,c,1,顺口溜,-,473,1,2,noCL,CUE
20,e5,16,c,1,顺口溜,-,625,1,2,noCL,CUE
32,e5,16,c,1,顺口溜,-,657,1,2,noCL,CUE
28,e5,16,c,1,顺口溜,-,736,1,2,noCL,CUE
24,e5,16,c,1,顺口溜,-,820,2,2,noCL,CUE
52,e5,16,c,1,顺口溜,-,1009,1,2,noCL,CUE
36,e5,16,c,1,顺口溜,-,1282,1,2,noCL,CUE
44,e5,16,c,1,顺口溜,-,1485,1,2,noCL,CUE
19,e5,17,c,1,案件,-,354,1,2,noCL,CUE
35,e5,17,c,1,案件,-,407,1,2,noCL,CUE
39,e5,17,c,1,案件,-,408,1,2,noCL,CUE
43,e5,17,c,1,案件,-,444,1,2,noCL,CUE
55,e5,17,c,1,案件,-,468,1,2,noCL,CUE
27,e5,17,c,1,案件,-,496,1,2,noCL,CUE
7,e5,17,c,1,案件,-,498,1,2,noCL,CUE
15,e5,17,c,1,案件,-,503,1,2,noCL,CUE
59,e5,17,c,1,案件,-,531,1,2,noCL,CUE
47,e5,17,c,1,案件,-,551,1,2,noCL,CUE
3,e5,17,c,1,案件,-,627,1,2,noCL,CUE
23,e5,17,c,1,案件,-,681,1,2,noCL,CUE
31,e5,17,c,1,案件,-,915,1,2,noCL,CUE
51,e5,17,c,1,案件,-,1373,1,2,noCL,CUE
2,e5,18,c,1,大字报,-,211,1,2,noCL,CUE
18,e5,18,c,1,大字报,-,251,2,2,noCL,CUE
30,e5,18,c,1,大字报,-,251,2,2,noCL,CUE
6,e5,18,c,1,大字报,-,385,1,2,noCL,CUE
34,e5,18,c,1,大字报,-,391,1,2,noCL,CUE
38,e5,18,c,1,大字报,-,465,1,2,noCL,CUE
54,e5,18,c,1,大字报,-,472,2,2,noCL,CUE
42,e5,18,c,1,大字报,-,541,1,2,noCL,CUE
26,e5,18,c,1,大字报,-,559,2,2,noCL,CUE
58,e5,18,c,1,大字报,-,563,1,2,noCL,CUE
14,e5,18,c,1,大字报,-,617,1,2,noCL,CUE
50,e5,18,c,1,大字报,-,695,1,2,noCL,CUE
10,e5,18,c,1,大字报,-,854,2,2,noCL,CUE
22,e5,18,c,1,大字报,-,964,1,2,noCL,CUE
46,e5,18,c,1,大字报,-,1468,2,2,noCL,CUE
41,e5,19,c,1,飞镖,-,235,1,2,noCL,CUE
29,e5,19,c,1,飞镖,-,244,1,2,noCL,CUE
45,e5,19,c,1,飞镖,-,310,1,2,noCL,CUE
37,e5,19,c,1,飞镖,-,321,1,2,noCL,CUE
25,e5,19,c,1,飞镖,-,329,1,2,noCL,CUE
53,e5,19,c,1,飞镖,-,338,1,2,noCL,CUE
5,e5,19,c,1,飞镖,-,391,1,2,noCL,CUE
13,e5,19,c,1,飞镖,-,393,1,2,noCL,CUE
21,e5,19,c,1,飞镖,-,399,1,2,noCL,CUE
49,e5,19,c,1,飞镖,-,423,1,2,noCL,CUE
33,e5,19,c,1,飞镖,-,447,1,2,noCL,CUE
57,e5,19,c,1,飞镖,-,552,1,2,noCL,CUE
9,e5,19,c,1,飞镖,-,578,1,2,noCL,CUE
17,e5,19,c,1,飞镖,-,600,1,2,noCL,CUE
40,e5,20,c,1,侦查系统,-,222,1,2,noCL,CUE
12,e5,20,c,1,侦查系统,-,290,1,2,noCL,CUE
16,e5,20,c,1,侦查系统,-,322,1,2,noCL,CUE
60,e5,20,c,1,侦查系统,-,398,2,2,noCL,CUE
56,e5,20,c,1,侦查系统,-,418,1,2,noCL,CUE
8,e5,20,c,1,侦查系统,-,460,1,2,noCL,CUE
20,e5,20,c,1,侦查系统,-,496,1,2,noCL,CUE
