"subj"	"expt"	"item"	"cond"	"roi"	"word"	"region"	"rt"
"2436"	10	"filler"	3	"-"	"17"	"großer_Sachschaden"	"-"	344
"2437"	10	"filler"	3	"-"	"18"	"entstand,"	"-"	519
"2438"	10	"filler"	3	"-"	"19"	"der"	"-"	347
"2439"	10	"filler"	3	"-"	"20"	"von"	"-"	366
"2440"	10	"filler"	3	"-"	"21"	"den_betroffenen_Schülern"	"-"	344
"2441"	10	"filler"	3	"-"	"22"	"selbst"	"-"	564
"2442"	10	"filler"	3	"-"	"23"	"getragen"	"-"	481
"2443"	10	"filler"	3	"-"	"24"	"werden"	"-"	442
"2444"	10	"filler"	3	"-"	"25"	"musste."	"-"	14883
"2445"	10	"filler"	3	"-"	"?"	"Y"	"1"	4877
"2446"	10	"LKrep"	13	"b"	"0"	"Nachdem"	"-"	453
"2447"	10	"LKrep"	13	"b"	"1"	"der"	"-"	1217
"2448"	10	"LKrep"	13	"b"	"2"	"Trainer"	"-"	419
"2449"	10	"LKrep"	13	"b"	"3"	"den_Übungsplan"	"subordnp"	764
"2450"	10	"LKrep"	13	"b"	"4"	"entwickelte,"	"subordverb"	528
"2451"	10	"LKrep"	13	"b"	"5"	"hat"	"-"	523
"2452"	10	"LKrep"	13	"b"	"6"	"Birgit_Messner"	"npsubj"	578
"2453"	10	"LKrep"	13	"b"	"7"	"trotz"	"p"	489
"2454"	10	"LKrep"	13	"b"	"8"	"negativer_Berichterstattung"	"pp1"	1135
"2455"	10	"LKrep"	13	"b"	"9"	"des_dummen_Journalisten"	"pp2"	681
"2456"	10	"LKrep"	13	"b"	"10"	"dem_ehrgeizigen_Sportler"	"npdat"	609
"2457"	10	"LKrep"	13	"b"	"11"	"des_aufgestiegenen_Vereins"	"npgen"	640
"2458"	10	"LKrep"	13	"b"	"12"	"den_Erfolg"	"npacc"	481
"2459"	10	"LKrep"	13	"b"	"13"	"vorhergesagt,"	"verb"	377
"2460"	10	"LKrep"	13	"b"	"14"	"und"	"verb1"	400
"2461"	10	"LKrep"	13	"b"	"15"	"damit"	"verb2"	303
"2462"	10	"LKrep"	13	"b"	"16"	"Recht"	"verb3"	308
"2463"	10	"LKrep"	13	"b"	"17"	"behalten."	"verb4"	263
"2464"	10	"filler"	10	"-"	"0"	"Weil"	"-"	395
"2465"	10	"filler"	10	"-"	"1"	"ihm"	"-"	428
"2466"	10	"filler"	10	"-"	"2"	"der"	"-"	392
"2467"	10	"filler"	10	"-"	"3"	"Strand"	"-"	430
"2468"	10	"filler"	10	"-"	"4"	"überhaupt"	"-"	403
"2469"	10	"filler"	10	"-"	"5"	"nicht"	"-"	391
"2470"	10	"filler"	10	"-"	"6"	"gefiel,"	"-"	399
"2471"	10	"filler"	10	"-"	"7"	"das_Hotel"	"-"	350
"2472"	10	"filler"	10	"-"	"8"	"und"	"-"	383
"2473"	10	"filler"	10	"-"	"9"	"das_Essen"	"-"	403
"2474"	10	"filler"	10	"-"	"10"	"äußerst"	"-"	425
"2475"	10	"filler"	10	"-"	"11"	"miserabel"	"-"	366
"2476"	10	"filler"	10	"-"	"12"	"waren,"	"-"	333
"2477"	10	"filler"	10	"-"	"13"	"und"	"-"	339
"2478"	10	"filler"	10	"-"	"14"	"der_Reiseveranstalter"	"-"	308
"2479"	10	"filler"	10	"-"	"15"	"jegliche_Serviceleistungen"	"-"	707
"2480"	10	"filler"	10	"-"	"16"	"ablehnte,"	"-"	489
"2481"	10	"filler"	10	"-"	"17"	"beschloss"	"-"	333
"2482"	10	"filler"	10	"-"	"18"	"Franz_Neubauer,"	"-"	302
"2483"	10	"filler"	10	"-"	"19"	"den_billigen_Reiseveranstalter"	"-"	656
"2484"	10	"filler"	10	"-"	"20"	"zu"	"-"	472
"2485"	10	"filler"	10	"-"	"21"	"verklagen."	"-"	330
"2486"	10	"filler"	10	"-"	"?"	"N"	"1"	2062
"2487"	10	"LKrep"	1	"b"	"0"	"Weil"	"-"	411
"2488"	10	"LKrep"	1	"b"	"1"	"der"	"-"	392
"2489"	10	"LKrep"	1	"b"	"2"	"Verkäufer"	"-"	503
"2490"	10	"LKrep"	1	"b"	"3"	"den_Mangel"	"subordnp"	617
"2491"	10	"LKrep"	1	"b"	"4"	"verheimlichte,"	"subordverb"	1156
"2492"	10	"LKrep"	1	"b"	"5"	"hat"	"-"	459
"2493"	10	"LKrep"	1	"b"	"6"	"Peter_Mühlberger"	"npsubj"	274
"2494"	10	"LKrep"	1	"b"	"7"	"ohne"	"p"	438
"2495"	10	"LKrep"	1	"b"	"8"	"langes_Bedenken"	"pp1"	385
"2496"	10	"LKrep"	1	"b"	"9"	"des_problematischen_Sachverhalts"	"pp2"	1490
"2497"	10	"LKrep"	1	"b"	"10"	"dem_arroganten_Händler"	"npdat"	781
"2498"	10	"LKrep"	1	"b"	"11"	"des_vornehmen_Autohauses"	"npgen"	820
"2499"	10	"LKrep"	1	"b"	"12"	"den_Höchstpreis"	"npacc"	678
"2500"	10	"LKrep"	1	"b"	"13"	"geboten,"	"verb"	469
"2501"	10	"LKrep"	1	"b"	"14"	"und"	"verb1"	421
"2502"	10	"LKrep"	1	"b"	"15"	"so"	"verb2"	379
"2503"	10	"LKrep"	1	"b"	"16"	"einen_Verlust"	"verb3"	427
"2504"	10	"LKrep"	1	"b"	"17"	"gemacht."	"verb4"	446
"2505"	10	"LKrep"	1	"b"	"?"	"Y"	"1"	2528
"2506"	10	"filler"	22	"-"	"0"	"Der"	"-"	387
"2507"	10	"filler"	22	"-"	"1"	"Mitarbeiter"	"-"	490
"2508"	10	"filler"	22	"-"	"2"	"erledigt"	"-"	459
"2509"	10	"filler"	22	"-"	"3"	"den"	"-"	431
"2510"	10	"filler"	22	"-"	"4"	"Auftrag,"	"-"	453
"2511"	10	"filler"	22	"-"	"5"	"hat"	"-"	408
"2512"	10	"filler"	22	"-"	"6"	"der"	"-"	492
"2513"	10	"filler"	22	"-"	"7"	"neue"	"-"	456
"2514"	10	"filler"	22	"-"	"8"	"Chef"	"-"	336
"2515"	10	"filler"	22	"-"	"9"	"gehofft,"	"-"	328
"2516"	10	"filler"	22	"-"	"10"	"als"	"-"	362
"2517"	10	"filler"	22	"-"	"11"	"er"	"-"	375
"2518"	10	"filler"	22	"-"	"12"	"die"	"-"	311
"2519"	10	"filler"	22	"-"	"13"	"Abteilung"	"-"	359
"2520"	10	"filler"	22	"-"	"14"	"übernahm."	"-"	314
"2521"	10	"filler"	22	"-"	"?"	"N"	"1"	2359
"2522"	10	"filler"	17	"-"	"0"	"Der"	"-"	421
"2523"	10	"filler"	17	"-"	"1"	"Kanzler"	"-"	585
"2524"	10	"filler"	17	"-"	"2"	"entlässt"	"-"	471
"2525"	10	"filler"	17	"-"	"3"	"den"	"-"	401
"2526"	10	"filler"	17	"-"	"4"	"Minister,"	"-"	453
"2527"	10	"filler"	17	"-"	"5"	"hat"	"-"	470
"2528"	10	"filler"	17	"-"	"6"	"der"	"-"	373
"2529"	10	"filler"	17	"-"	"7"	"junge"	"-"	323
"2530"	10	"filler"	17	"-"	"8"	"Politiker"	"-"	331
"2531"	10	"filler"	17	"-"	"9"	"gefordert,"	"-"	331
"2532"	10	"filler"	17	"-"	"10"	"als"	"-"	563
"2533"	10	"filler"	17	"-"	"11"	"die"	"-"	401
"2534"	10	"filler"	17	"-"	"12"	"Rede"	"-"	365
"2535"	10	"filler"	17	"-"	"13"	"zu"	"-"	328
"2536"	10	"filler"	17	"-"	"14"	"Ende"	"-"	337
"2537"	10	"filler"	17	"-"	"15"	"war."	"-"	468
"2538"	10	"filler"	17	"-"	"?"	"N"	"1"	3281
"2539"	10	"filler"	4	"-"	"0"	"Der"	"-"	409
"2540"	10	"filler"	4	"-"	"1"	"Nachrichtensprecher"	"-"	1529
"2541"	10	"filler"	4	"-"	"2"	"der"	"-"	495
"2542"	10	"filler"	4	"-"	"3"	"Spätausgabe"	"-"	335
"2543"	10	"filler"	4	"-"	"4"	"der"	"-"	389
"2544"	10	"filler"	4	"-"	"5"	"Tagesschau"	"-"	542
"2545"	10	"filler"	4	"-"	"6"	"las"	"-"	372
"2546"	10	"filler"	4	"-"	"7"	"mit_zittriger_Stimme"	"-"	625
"2547"	10	"filler"	4	"-"	"8"	"die_Vermisstenmeldung"	"-"	1537
"2548"	10	"filler"	4	"-"	"9"	"vor,"	"-"	445
"2549"	10	"filler"	4	"-"	"10"	"nachdem"	"-"	361
"2550"	10	"filler"	4	"-"	"11"	"er"	"-"	330
"2551"	10	"filler"	4	"-"	"12"	"bemerkt"	"-"	324
"2552"	10	"filler"	4	"-"	"13"	"hatte,"	"-"	327
"2553"	10	"filler"	4	"-"	"14"	"dass"	"-"	319
"2554"	10	"filler"	4	"-"	"15"	"der_Vermisste"	"-"	333
"2555"	10	"filler"	4	"-"	"16"	"ein"	"-"	374
"2556"	10	"filler"	4	"-"	"17"	"entfernter_Verwandter"	"-"	695
"2557"	10	"filler"	4	"-"	"18"	"von"	"-"	425
"2558"	10	"filler"	4	"-"	"19"	"ihm"	"-"	297
"2559"	10	"filler"	4	"-"	"20"	"war."	"-"	328
"2560"	10	"filler"	4	"-"	"?"	"Y"	"1"	3392
"2561"	10	"LKrep"	17	"b"	"0"	"Weil"	"-"	470
"2562"	10	"LKrep"	17	"b"	"1"	"der"	"-"	426
"2563"	10	"LKrep"	17	"b"	"2"	"Vater"	"-"	455
"2564"	10	"LKrep"	17	"b"	"3"	"den_Ratschlag"	"subordnp"	609
"2565"	10	"LKrep"	17	"b"	"4"	"gab,"	"subordverb"	531
"2566"	10	"LKrep"	17	"b"	"5"	"hat"	"-"	358
"2567"	10	"LKrep"	17	"b"	"6"	"Klaus_Berger"	"npsubj"	486
"2568"	10	"LKrep"	17	"b"	"7"	"nach"	"p"	397
"2569"	10	"LKrep"	17	"b"	"8"	"nochmaligem_Überdenken"	"pp1"	717
"2570"	10	"LKrep"	17	"b"	"9"	"des_schwierigen_Problems"	"pp2"	737
"2571"	10	"LKrep"	17	"b"	"10"	"dem_reichen_Onkel"	"npdat"	654
"2572"	10	"LKrep"	17	"b"	"11"	"des_entfernten_Verwandten"	"npgen"	645
"2573"	10	"LKrep"	17	"b"	"12"	"den_Bittbrief"	"npacc"	1345
"2574"	10	"LKrep"	17	"b"	"13"	"geschickt,"	"verb"	383
"2575"	10	"LKrep"	17	"b"	"14"	"und"	"verb1"	383
"2576"	10	"LKrep"	17	"b"	"15"	"damit"	"verb2"	366
"2577"	10	"LKrep"	17	"b"	"16"	"die_Notlage"	"verb3"	324
"2578"	10	"LKrep"	17	"b"	"17"	"beseitigt."	"verb4"	378
"2579"	10	"filler"	27	"-"	"0"	"Weil"	"-"	448
"2580"	10	"filler"	27	"-"	"1"	"er"	"-"	381
"2581"	10	"filler"	27	"-"	"2"	"keinen"	"-"	403
"2582"	10	"filler"	27	"-"	"3"	"großen"	"-"	398
"2583"	10	"filler"	27	"-"	"4"	"Hunger"	"-"	386
"2584"	10	"filler"	27	"-"	"5"	"verspürte,"	"-"	328
"2585"	10	"filler"	27	"-"	"6"	"beschloss"	"-"	406
"2586"	10	"filler"	27	"-"	"7"	"Martin_Kunze,"	"-"	356
"2587"	10	"filler"	27	"-"	"8"	"lediglich"	"-"	417
"2588"	10	"filler"	27	"-"	"9"	"ein_kleines_Steak"	"-"	520
"2589"	10	"filler"	27	"-"	"10"	"zum_Mittagessen"	"-"	398
"2590"	10	"filler"	27	"-"	"11"	"zu"	"-"	434
"2591"	10	"filler"	27	"-"	"12"	"verspeisen,"	"-"	367
"2592"	10	"filler"	27	"-"	"13"	"was"	"-"	367
"2593"	10	"filler"	27	"-"	"14"	"ihm"	"-"	361
"2594"	10	"filler"	27	"-"	"15"	"auch"	"-"	330
"2595"	10	"filler"	27	"-"	"16"	"überaus"	"-"	353
"2596"	10	"filler"	27	"-"	"17"	"gut"	"-"	352
"2597"	10	"filler"	27	"-"	"18"	"bekam."	"-"	336
"2598"	10	"filler"	42	"-"	"0"	"Der"	"-"	407
"2599"	10	"filler"	42	"-"	"1"	"Politiker"	"-"	398
"2600"	10	"filler"	42	"-"	"2"	"begrüßt"	"-"	384
"2601"	10	"filler"	42	"-"	"3"	"den"	"-"	345
"2602"	10	"filler"	42	"-"	"4"	"Reformvorschlag,"	"-"	512
"2603"	10	"filler"	42	"-"	"5"	"hat"	"-"	769
"2604"	10	"filler"	42	"-"	"6"	"der"	"-"	356
"2605"	10	"filler"	42	"-"	"7"	"schmierige"	"-"	395
"2606"	10	"filler"	42	"-"	"8"	"Journalist"	"-"	370
"2607"	10	"filler"	42	"-"	"9"	"geschrieben,"	"-"	401
"2608"	10	"filler"	42	"-"	"10"	"nachdem"	"-"	409
"2609"	10	"filler"	42	"-"	"11"	"die"	"-"	429
"2610"	10	"filler"	42	"-"	"12"	"Pressestelle"	"-"	414
"2611"	10	"filler"	42	"-"	"13"	"das"	"-"	428
"2612"	10	"filler"	42	"-"	"14"	"bestätigt"	"-"	398
"2613"	10	"filler"	42	"-"	"15"	"hatte."	"-"	395
"2614"	10	"filler"	20	"-"	"0"	"Der"	"-"	451
"2615"	10	"filler"	20	"-"	"1"	"Finanzminister"	"-"	565
"2616"	10	"filler"	20	"-"	"2"	"ruiniert"	"-"	392
"2617"	10	"filler"	20	"-"	"3"	"den"	"-"	562
"2618"	10	"filler"	20	"-"	"4"	"Haushalt,"	"-"	501
"2619"	10	"filler"	20	"-"	"5"	"hat"	"-"	426
"2620"	10	"filler"	20	"-"	"6"	"der"	"-"	398
"2621"	10	"filler"	20	"-"	"7"	"junge"	"-"	316
"2622"	10	"filler"	20	"-"	"8"	"Redakteur"	"-"	365
"2623"	10	"filler"	20	"-"	"9"	"geschätzt,"	"-"	389
"2624"	10	"filler"	20	"-"	"10"	"nachdem"	"-"	423
"2625"	10	"filler"	20	"-"	"11"	"er"	"-"	462
"2626"	10	"filler"	20	"-"	"12"	"die"	"-"	390
"2627"	10	"filler"	20	"-"	"13"	"Statistiken"	"-"	314
"2628"	10	"filler"	20	"-"	"14"	"gesehen"	"-"	412
"2629"	10	"filler"	20	"-"	"15"	"hatte."	"-"	328
"2630"	10	"filler"	20	"-"	"?"	"N"	"1"	2822
"2631"	10	"LKrep"	16	"a"	"0"	"Nachdem"	"-"	753
"2632"	10	"LKrep"	16	"a"	"1"	"der"	"-"	444
"2633"	10	"LKrep"	16	"a"	"2"	"Geizhals"	"-"	459
"2634"	10	"LKrep"	16	"a"	"3"	"ohne"	"p"	478
"2635"	10	"LKrep"	16	"a"	"4"	"große_Beachtung"	"pp1"	542
"2636"	10	"LKrep"	16	"a"	"5"	"des_kalten_Wetters"	"pp2"	696
"2637"	10	"LKrep"	16	"a"	"6"	"den_Schuppen"	"subordnp"	411
"2638"	10	"LKrep"	16	"a"	"7"	"abriss,"	"subordverb"	433
"2639"	10	"LKrep"	16	"a"	"8"	"hat"	"-"	458
"2640"	10	"LKrep"	16	"a"	"9"	"David_Weinberger"	"npsubj"	640
"2641"	10	"LKrep"	16	"a"	"10"	"dem_frierenden_Stadtstreicher"	"npdat"	2214
"2642"	10	"LKrep"	16	"a"	"11"	"des_armen_Vororts"	"npgen"	578
"2643"	10	"LKrep"	16	"a"	"12"	"den_Sommermantel"	"npacc"	696
"2644"	10	"LKrep"	16	"a"	"13"	"geschenkt,"	"verb"	461
"2645"	10	"LKrep"	16	"a"	"14"	"und"	"verb1"	394
"2646"	10	"LKrep"	16	"a"	"15"	"damit"	"verb2"	473
"2647"	10	"LKrep"	16	"a"	"16"	"Unruhe"	"verb3"	311
"2648"	10	"LKrep"	16	"a"	"17"	"gestiftet."	"verb4"	403
"2649"	10	"filler"	9	"-"	"0"	"Weil"	"-"	390
"2650"	10	"filler"	9	"-"	"1"	"der"	"-"	350
"2651"	10	"filler"	9	"-"	"2"	"Buchhalter"	"-"	473
"2652"	10	"filler"	9	"-"	"3"	"eine_Vielzahl"	"-"	439
"2653"	10	"filler"	9	"-"	"4"	"von_finanziellen_Ungereimtheiten"	"-"	966
"2654"	10	"filler"	9	"-"	"5"	"entdeckt"	"-"	710
"2655"	10	"filler"	9	"-"	"6"	"hatte,"	"-"	319
"2656"	10	"filler"	9	"-"	"7"	"waren"	"-"	336
"2657"	10	"filler"	9	"-"	"8"	"Manfred_Meier"	"-"	305
"2658"	10	"filler"	9	"-"	"9"	"und"	"-"	372
"2659"	10	"filler"	9	"-"	"10"	"seine"	"-"	294
"2660"	10	"filler"	9	"-"	"11"	"Kollegen"	"-"	331
"2661"	10	"filler"	9	"-"	"12"	"von_der_Unbrauchbarkeit"	"-"	330
"2662"	10	"filler"	9	"-"	"13"	"des_neuen_Finanzplans"	"-"	885
"2663"	10	"filler"	9	"-"	"14"	"für_die_Abteilung"	"-"	487
"2664"	10	"filler"	9	"-"	"15"	"überzeugt."	"-"	470
"2665"	10	"filler"	9	"-"	"?"	"Y"	"0"	2526
"2666"	10	"filler"	44	"-"	"0"	"Der"	"-"	426
"2667"	10	"filler"	44	"-"	"1"	"Künstler"	"-"	445
"2668"	10	"filler"	44	"-"	"2"	"verpasst"	"-"	437
"2669"	10	"filler"	44	"-"	"3"	"den"	"-"	379
"2670"	10	"filler"	44	"-"	"4"	"Auftrag,"	"-"	429
"2671"	10	"filler"	44	"-"	"5"	"hat"	"-"	457
"2672"	10	"filler"	44	"-"	"6"	"der"	"-"	502
"2673"	10	"filler"	44	"-"	"7"	"ehrgeizige"	"-"	356
"2674"	10	"filler"	44	"-"	"8"	"Galerist"	"-"	396
"2675"	10	"filler"	44	"-"	"9"	"kritisiert,"	"-"	778
"2676"	10	"filler"	44	"-"	"10"	"während"	"-"	378
"2677"	10	"filler"	44	"-"	"11"	"er"	"-"	426
"2678"	10	"filler"	44	"-"	"12"	"die"	"-"	367
"2679"	10	"filler"	44	"-"	"13"	"neue"	"-"	342
"2680"	10	"filler"	44	"-"	"14"	"Ausstellung"	"-"	370
"2681"	10	"filler"	44	"-"	"15"	"vorbereitete."	"-"	362
"2682"	10	"LKrep"	4	"a"	"0"	"Weil"	"-"	410
"2683"	10	"LKrep"	4	"a"	"1"	"der"	"-"	507
"2684"	10	"LKrep"	4	"a"	"2"	"Stadtrat"	"-"	456
"2685"	10	"LKrep"	4	"a"	"3"	"nach"	"p"	583
"2686"	10	"LKrep"	4	"a"	"4"	"stundenlanger_Erörterung"	"pp1"	1038
"2687"	10	"LKrep"	4	"a"	"5"	"des_langen_Berichts"	"pp2"	732
"2688"	10	"LKrep"	4	"a"	"6"	"den_Antrag"	"subordnp"	724
"2689"	10	"LKrep"	4	"a"	"7"	"ablehnte,"	"subordverb"	640
"2690"	10	"LKrep"	4	"a"	"8"	"hat"	"-"	420
"2691"	10	"LKrep"	4	"a"	"9"	"Jens_Hartmann"	"npsubj"	375
"2692"	10	"LKrep"	4	"a"	"10"	"dem_schmierigen_Politiker"	"npdat"	540
"2693"	10	"LKrep"	4	"a"	"11"	"des_kleinen_Ortes"	"npgen"	616
"2694"	10	"LKrep"	4	"a"	"12"	"den_Finanzplan"	"npacc"	482
"2695"	10	"LKrep"	4	"a"	"13"	"präsentiert,"	"verb"	576
"2696"	10	"LKrep"	4	"a"	"14"	"und"	"verb1"	500
"2697"	10	"LKrep"	4	"a"	"15"	"so"	"verb2"	485
"2698"	10	"LKrep"	4	"a"	"16"	"die_Krise"	"verb3"	3607
"2699"	10	"LKrep"	4	"a"	"17"	"entschärft."	"verb4"	879
"2700"	10	"LKrep"	4	"a"	"?"	"Y"	"1"	4662
"2701"	10	"filler"	16	"-"	"0"	"Dass"	"-"	574
"2702"	10	"filler"	16	"-"	"1"	"der_Mitarbeiter"	"-"	593
"2703"	10	"filler"	16	"-"	"2"	"den_Urlaub"	"-"	465
"2704"	10	"filler"	16	"-"	"3"	"verdient,"	"-"	543
"2705"	10	"filler"	16	"-"	"4"	"hat"	"-"	418
"2706"	10	"filler"	16	"-"	"5"	"der_verlässliche_Vorgesetzte"	"-"	749
"2707"	10	"filler"	16	"-"	"6"	"betont,"	"-"	535
"2708"	10	"filler"	16	"-"	"7"	"als"	"-"	376
"2709"	10	"filler"	16	"-"	"8"	"er"	"-"	393
"2710"	10	"filler"	16	"-"	"9"	"dem"	"-"	406
"2711"	10	"filler"	16	"-"	"10"	"Vorstand"	"-"	446
"2712"	10	"filler"	16	"-"	"11"	"den"	"-"	454
"2713"	10	"filler"	16	"-"	"12"	"Bericht"	"-"	457
"2714"	10	"filler"	16	"-"	"13"	"vorstellte."	"-"	485
"2715"	10	"filler"	16	"-"	"?"	"Y"	"1"	3488
"2716"	10	"filler"	19	"-"	"0"	"Der"	"-"	510
"2717"	10	"filler"	19	"-"	"1"	"Kollege"	"-"	535
"2718"	10	"filler"	19	"-"	"2"	"bearbeitet"	"-"	577
"2719"	10	"filler"	19	"-"	"3"	"den"	"-"	510
"2720"	10	"filler"	19	"-"	"4"	"Antrag,"	"-"	451
"2721"	10	"filler"	19	"-"	"5"	"hat"	"-"	398
"2722"	10	"filler"	19	"-"	"6"	"der"	"-"	395
"2723"	10	"filler"	19	"-"	"7"	"eifrige"	"-"	328
"2724"	10	"filler"	19	"-"	"8"	"Beamte"	"-"	323
"2725"	10	"filler"	19	"-"	"9"	"versichert,"	"-"	314
"2726"	10	"filler"	19	"-"	"10"	"als"	"-"	351
"2727"	10	"filler"	19	"-"	"11"	"der"	"-"	328
"2728"	10	"filler"	19	"-"	"12"	"Rentner"	"-"	303
"2729"	10	"filler"	19	"-"	"13"	"beim"	"-"	314
"2730"	10	"filler"	19	"-"	"14"	"Sozialamt"	"-"	303
"2731"	10	"filler"	19	"-"	"15"	"vorsprach."	"-"	320
"2732"	10	"filler"	19	"-"	"?"	"N"	"1"	4703
"2733"	10	"filler"	18	"-"	"0"	"Der"	"-"	401
"2734"	10	"filler"	18	"-"	"1"	"Diplomat"	"-"	384
"2735"	10	"filler"	18	"-"	"2"	"überarbeitet"	"-"	384
"2736"	10	"filler"	18	"-"	"3"	"den"	"-"	386
"2737"	10	"filler"	18	"-"	"4"	"Vorschlag,"	"-"	473
"2738"	10	"filler"	18	"-"	"5"	"hat"	"-"	378
"2739"	10	"filler"	18	"-"	"6"	"der"	"-"	379
"2740"	10	"filler"	18	"-"	"7"	"verärgerte"	"-"	320
"2741"	10	"filler"	18	"-"	"8"	"Minister"	"-"	381
"2742"	10	"filler"	18	"-"	"9"	"angekündigt,"	"-"	398
"2743"	10	"filler"	18	"-"	"10"	"nachdem"	"-"	390
"2744"	10	"filler"	18	"-"	"11"	"die"	"-"	392
"2745"	10	"filler"	18	"-"	"12"	"Verhandlungen"	"-"	353
"2746"	10	"filler"	18	"-"	"13"	"gescheitert"	"-"	375
"2747"	10	"filler"	18	"-"	"14"	"waren."	"-"	378
"2748"	10	"filler"	18	"-"	"?"	"N"	"1"	2326
"2749"	11	"practice"	1	"-"	"0"	"Dies"	"-"	741
"2750"	11	"practice"	1	"-"	"1"	"ist"	"-"	429
"2751"	11	"practice"	1	"-"	"2"	"ein"	"-"	429
"2752"	11	"practice"	1	"-"	"3"	"sehr"	"-"	434
"2753"	11	"practice"	1	"-"	"4"	"einfacher"	"-"	498
"2754"	11	"practice"	1	"-"	"5"	"Übungssatz,"	"-"	428
"2755"	11	"practice"	1	"-"	"6"	"damit"	"-"	414
"2756"	11	"practice"	1	"-"	"7"	"du"	"-"	442
"2757"	11	"practice"	1	"-"	"8"	"das"	"-"	417
"2758"	11	"practice"	1	"-"	"9"	"wortweise"	"-"	509
"2759"	11	"practice"	1	"-"	"10"	"Lesen"	"-"	470
"2760"	11	"practice"	1	"-"	"11"	"üben"	"-"	409
"2761"	11	"practice"	1	"-"	"12"	"kannst."	"-"	542
"2762"	11	"practice"	2	"-"	"0"	"Das"	"-"	421
"2763"	11	"practice"	2	"-"	"1"	"Stadtfest,"	"-"	395
"2764"	11	"practice"	2	"-"	"2"	"welches"	"-"	568
"2765"	11	"practice"	2	"-"	"3"	"im"	"-"	568
"2766"	11	"practice"	2	"-"	"4"	"Mai"	"-"	398
"2767"	11	"practice"	2	"-"	"5"	"stattfindet,"	"-"	451
"2768"	11	"practice"	2	"-"	"6"	"ist"	"-"	523
"2769"	11	"practice"	2	"-"	"7"	"sehr"	"-"	437
"2770"	11	"practice"	2	"-"	"8"	"beliebt."	"-"	462
"2771"	11	"practice"	2	"-"	"?"	"Y"	"1"	1331
"2772"	11	"practice"	3	"-"	"0"	"Der"	"-"	464
"2773"	11	"practice"	3	"-"	"1"	"Milchbauer"	"-"	505
"2774"	11	"practice"	3	"-"	"2"	"bedauerte"	"-"	521
"2775"	11	"practice"	3	"-"	"3"	"es"	"-"	536
"2776"	11	"practice"	3	"-"	"4"	"sehr,"	"-"	458
"2777"	11	"practice"	3	"-"	"5"	"dass"	"-"	506
"2778"	11	"practice"	3	"-"	"6"	"die"	"-"	502
"2779"	11	"practice"	3	"-"	"7"	"Hälfte"	"-"	486
"2780"	11	"practice"	3	"-"	"8"	"seiner"	"-"	452
"2781"	11	"practice"	3	"-"	"9"	"Milchkühe"	"-"	458
"2782"	11	"practice"	3	"-"	"10"	"im_letzten_Jahr"	"-"	522
"2783"	11	"practice"	3	"-"	"11"	"der"	"-"	508
"2784"	11	"practice"	3	"-"	"12"	"Rinderpest"	"-"	633
"2785"	11	"practice"	3	"-"	"13"	"zum_Opfer"	"-"	474
"2786"	11	"practice"	3	"-"	"14"	"gefallen"	"-"	446
"2787"	11	"practice"	3	"-"	"15"	"war,"	"-"	522
"2788"	11	"practice"	3	"-"	"16"	"und"	"-"	505
"2789"	11	"practice"	3	"-"	"17"	"er"	"-"	541
"2790"	11	"practice"	3	"-"	"18"	"immer"	"-"	452
"2791"	11	"practice"	3	"-"	"19"	"noch"	"-"	441
"2792"	11	"practice"	3	"-"	"20"	"auf_die_Entschädigung"	"-"	519
"2793"	11	"practice"	3	"-"	"21"	"aus"	"-"	449
"2794"	11	"practice"	3	"-"	"22"	"Brüssel"	"-"	452
"2795"	11	"practice"	3	"-"	"23"	"wartet,"	"-"	503
"2796"	11	"practice"	3	"-"	"24"	"obwohl"	"-"	658
"2797"	11	"practice"	3	"-"	"25"	"er"	"-"	413
"2798"	11	"practice"	3	"-"	"26"	"sie"	"-"	394
"2799"	11	"practice"	3	"-"	"27"	"sofort"	"-"	422
"2800"	11	"practice"	3	"-"	"28"	"beantragt"	"-"	413
"2801"	11	"practice"	3	"-"	"29"	"hatte."	"-"	427
"2802"	11	"practice"	4	"-"	"0"	"Die"	"-"	837
"2803"	11	"practice"	4	"-"	"1"	"Sekretärin"	"-"	559
"2804"	11	"practice"	4	"-"	"2"	"wird"	"-"	514
"2805"	11	"practice"	4	"-"	"3"	"jetzt"	"-"	564
"2806"	11	"practice"	4	"-"	"4"	"gleich"	"-"	586
"2807"	11	"practice"	4	"-"	"5"	"ihrem_jungen_Chef"	"-"	622
"2808"	11	"practice"	4	"-"	"6"	"den"	"-"	569
"2809"	11	"practice"	4	"-"	"7"	"Brief"	"-"	458
"2810"	11	"practice"	4	"-"	"8"	"tippen,"	"-"	545
"2811"	11	"practice"	4	"-"	"9"	"obwohl"	"-"	572
"2812"	11	"practice"	4	"-"	"10"	"dieser"	"-"	419
"2813"	11	"practice"	4	"-"	"11"	"ihn"	"-"	459
"2814"	11	"practice"	4	"-"	"12"	"erst"	"-"	411
"2815"	11	"practice"	4	"-"	"13"	"morgen"	"-"	447
"2816"	11	"practice"	4	"-"	"14"	"früh"	"-"	428
"2817"	11	"practice"	4	"-"	"15"	"benötigt,"	"-"	411
"2818"	11	"practice"	4	"-"	"16"	"wie"	"-"	489
"2819"	11	"practice"	4	"-"	"17"	"er"	"-"	422
"2820"	11	"practice"	4	"-"	"18"	"ihr"	"-"	445
